"expression","reading","meaning","tags","guid","meaning_vi"
"深夜","しんや","late at night","JLPT JLPT_2","u,9r~:<(rE","đêm khuya"
"森林","しんりん","forest, woods","JLPT JLPT_2","BVfTI:K.BL","rừng, rừng"
"親類","しんるい","relative(s) (same as 親戚 (しんせき))","JLPT Intermediate_Japanese JLPT_2 Intermediate_Japanese_Ln.8 Intermediate_Japanese_Ln.9","lfd[d~BlbI","(những) người thân (giống như 親戚 (しんせき))"
"針路","しんろ","course, direction","JLPT JLPT_2","xt6+*3Xb17","khóa học, phương hướng"
"神話","しんわ","myth, legend","JLPT JLPT_2","gbqw2%E-oa","thần thoại, huyền thoại"
"酢","す","vinegar","JLPT JLPT_2","S|>MWw8{x","giấm"
"水産","すいさん","marine products, fisheries","JLPT JLPT_2","c#54iPiGrb","hải sản, thủy sản"
"炊事","すいじ","cooking","JLPT JLPT_2","xKch,yK?.P","nấu ăn"
"水蒸気","すいじょうき","water vapor, steam","JLPT JLPT_2","k8jAO*|}~5","hơi nước, hơi nước"
"水素","すいそ","hydrogen","JLPT JLPT_2","i73L7}gO>6","hydro"
"垂直","すいちょく","vertical, perpendicular","JLPT JLPT_2","G8}j61|h6T","dọc, vuông góc"
"推定","すいてい","presumption, assumption, estimation","JLPT JLPT_2","jp6vOFS{a6","giả định, giả định, ước tính"
"水滴","すいてき","drop of water","JLPT JLPT_2","y}Hrc9&%7j","giọt nước"
"水筒","すいとう","canteen, flask, water bottle","JLPT JLPT_2","mJ90J(~1k%","căng tin, bình, chai nước"
"随筆","ずいひつ","essays, miscellaneous writings","JLPT JLPT_2","h4p6ekF;42","tiểu luận, bài viết khác"
"水分","すいぶん","moisture","JLPT JLPT_2","qq@<XjC)__","độ ẩm"
"水平","すいへい","level, horizontal","JLPT JLPT_2","Kn`n)IG{Ta","ngang, ngang"
"水平線","すいへいせん","horizon","JLPT JLPT_2","Ej.liCGYdk","chân trời"
"水面","すいめん","water's surface","JLPT JLPT_2","iZ{|=]VK5.","bề mặt nước"
"水曜","すいよう","Wednesday","JLPT JLPT_2","qI=LNhp+4=","Thứ Tư"
"図々しい","ずうずうしい","impudent, shameless","JLPT JLPT_2","w{41{qX1P,","trơ tráo, không biết xấu hổ"
"ずうっと","ずうっと","all the time, all the way","JLPT JLPT_2","xL3QlTnk>6","mọi lúc, mọi cách"
"末っ子","すえっこ","youngest child","JLPT JLPT_2","q2H?txJ(gz","con út"
"スカーフ","スカーフ","scarf","JLPT JLPT_2","QEu2m9Dj{V","khăn quàng cổ"
"図鑑","ずかん","picture book","JLPT JLPT_2","i,){||O+QG","sách tranh"
"隙","すき","unguarded moment, chance","JLPT JLPT_2","FIQY`SsGB6","khoảnh khắc không đề phòng, cơ hội"
"杉","すぎ","Japanese cedar","JLPT JLPT_2","j[):R@cYZf","Gỗ tuyết tùng Nhật Bản"
"好き嫌い","すききらい","likes and dislikes, taste","JLPT JLPT_2","E7nO8cj@J.","thích và không thích, nếm thử"
"好き好き","すきずき","matter of taste","JLPT JLPT_2","LjV{PzjM5W","vấn đề về hương vị"
"透き通る","すきとおる","to be(come) transparent","JLPT JLPT_2","mdCfr_&Mjk","trở nên (đến) minh bạch"
"隙間","すきま","crack, gap, opening","JLPT JLPT_2","hLO,M-m.c?","vết nứt, khe hở, sự mở"
"スクール","スクール","school","JLPT JLPT_2","cGFe.>Ak]k","trường học"
"少なくとも","すくなくとも","at least","JLPT JLPT_2","I6Xp`pMQBV","ít nhất"
"図形","ずけい","figure","JLPT JLPT_2","q~#`u[+ICl","nhân vật"
"鈴","すず","bell","JLPT JLPT_2","sPf>sM2#u","chuông"
"涼む","すずむ","to cool oneself, to cool off","JLPT JLPT_2","z:IPAXSnoW","làm mát bản thân, làm nguội đi"
"スタート","スタート","start","JLPT JLPT_2","lWJWm$Sh_7","bắt đầu"
"スチュワーデス","スチュワーデス","stewardess","JLPT JLPT_2","z4fbmz3-}|","tiếp viên hàng không"
"すっきり","すっきり","shapely, clear, neat","JLPT JLPT_2","u=7m1&|4_G","hình dáng, rõ ràng, gọn gàng"
"ステージ","ステージ","stage; performance","JLPT JLPT_2","dC1~iTR.Y","sân khấu; hiệu suất"
"ストッキング","ストッキング","stockings","JLPT JLPT_2","B5:XuLvrca","vớ"
"ストップ","ストップ","stop","JLPT JLPT_2","nVeh3~p35:","dừng lại"
"素直","すなお","obedient, meek, docile","JLPT JLPT_2","t*v$gPIE?7","ngoan ngoãn, hiền lành, ngoan ngoãn"
"頭脳","ずのう","head, brains, intellect","JLPT JLPT_2","u_@7V}[&9>","cái đầu, bộ não, trí tuệ"
"スピーカー","スピーカー","speaker","JLPT JLPT_2","ts:JB-[YU5","loa"
"図表","ずひょう","chart, diagram, graph","JLPT JLPT_2","i|<`t3f+@>","biểu đồ, sơ đồ, đồ thị"
"スマート","スマート","smart, stylish, slim","JLPT JLPT_2","L^]Yw(t($,","thông minh, phong cách, mảnh mai"
"住まい","すまい","dwelling, house","JLPT JLPT_2","D9Irez.shi","nhà ở, nhà"
"すまない","すまない","sorry (phrase)","JLPT JLPT_2","jcLXE?s?-j","xin lỗi (cụm từ)"
"相撲","すもう","sumo wrestling","JLPT_2 JLPT Intermediate_Japanese_Ln.7 Intermediate_Japanese","td=~dzQi/B","đấu vật sumo"
"スライド","スライド","slide","JLPT JLPT_2","Cslvy][TeB","cầu trượt"
"ずらす","ずらす","to put off, to delay","JLPT JLPT_2","gJl7<m:4pb","hoãn lại, trì hoãn"
"ずらり","ずらり","in a line, in a row","JLPT JLPT_2","AgA!P|w]$E","trong một dòng, trong một hàng"
"スリッパ","スリッパ","slippers","JLPT JLPT_2","JKtWp2C{b`","dép đi trong nhà"
"する","する","to print","JLPT JLPT_2","b`9v+PM9Iw","in"
"狡い","ずるい","sly, cunning","JLPT JLPT_2","Sm-F;a3H","ranh mãnh, xảo quyệt"
"寸法","すんぽう","measurement, size, dimension","JLPT JLPT_2","A^SC?nUAcd","sự đo lường, kích thước, kích thước"
"姓","せい","surname, family name","JLPT JLPT_2","sO,Mg|Q.hG","họ, họ"
"税関","ぜいかん","customs","JLPT JLPT_2","Hdo?H|g?N-","hải quan"
"製作","せいさく","manufacture, production","JLPT JLPT_2","Hd33,!(oye","chế tạo, sản xuất"
"制作","せいさく","work (e.g., film, book)","JLPT JLPT_2","pSg&--.6FI","tác phẩm (ví dụ: phim, sách)"
"性質","せいしつ","nature, property, disposition","JLPT JLPT_2","E(70}4c-m*","bản chất, tài sản, sự sắp xếp"
"清書","せいしょ","clean copy","JLPT JLPT_2","GSG&]QQ!7S","bản sao sạch sẽ"
"青少年","せいしょうねん","youth, young person","JLPT JLPT_2","oKbcQZhJf7","tuổi trẻ, người trẻ"
"整数","せいすう","integer","JLPT JLPT_2","BFz!&|OKKj","số nguyên"
"清掃","せいそう","cleaning","JLPT JLPT_2","eetChqGb=_","dọn dẹp"
"生存","せいぞん","existence, being, survival","JLPT JLPT_2","tV]CHeber1","sự tồn tại, sự tồn tại, sự sinh tồn"
"生長","せいちょう","growth (of a plant)","JLPT JLPT_2","s0(03oa~>J","sự phát triển (của cây)"
"政党","せいとう","(member of) political party","JLPT JLPT_2","P>9hhdscC!","(thành viên của) đảng chính trị"
"生年月日","せいねんがっぴ","date of birth","JLPT JLPT_2","l/2yLDI$!q","ngày sinh"
"性能","せいのう","ability, capability","JLPT JLPT_2","zR:(P@rWk;","khả năng, khả năng"
"整備","せいび","maintenance, overhaul","JLPT JLPT_2","dN1Ziz6*}J","bảo trì, đại tu"
"成分","せいぶん","ingredient, component, composition","JLPT JLPT_2","w)S(-qI7pB","thành phần, thành phần, thành phần"
"性別","せいべつ","sex, gender","JLPT JLPT_2","gR@>7DZ?XN","giới tính, giới tính"
"正方形","せいほうけい","square","JLPT JLPT_2","y)<J<%Cv$W","quảng trường"
"正門","せいもん","main gate, main entrance","JLPT JLPT_2","u>U|#l*q{k","cổng chính, lối vào chính"
"成立","せいりつ","formation, establishment, completion","JLPT JLPT_2","z!=6/+)ChY","sự hình thành, thành lập, hoàn thiện"
"西暦","せいれき","Christian Era, after (Christ’s) death (A.D.)","JLPT JLPT_2","x`#%RAey^1","Thời đại Kitô giáo, sau cái chết của (Chúa Kitô) (AD)"
"背負う","せおう","to be burdened with; to carry on (one's) back or shoulder(s)","Intermediate_Japanese_Ln.14 JLPT_2 JLPT Intermediate_Japanese","o17[rZC/J[","phải chịu gánh nặng; vác trên lưng hoặc trên vai (của một người)"
"赤道","せきどう","equator","JLPT JLPT_2","r2/#Bsz}<","đường xích đạo"
"折角","せっかく","with trouble, at great pains, long-awaited","JLPT JLPT_2","dK?:fG/l-,","với rắc rối, với nỗi đau lớn, chờ đợi từ lâu"
"接近","せっきん","getting closer, drawing nearer, approaching","JLPT JLPT_2","K^7JJPIGCs","tiến lại gần, tiến lại gần, đến gần"
"接する","せっする","to attend to (someone); to associate with","JLPT_2 JLPT Intermediate_Japanese_Ln.15 Intermediate_Japanese","P=&0U%h+V.","tham dự (ai đó); liên kết với"
"せっせと","せっせと","busily, away","JLPT JLPT_2","r%5r#-`-m]","bận rộn, đi xa"
"接続","せつぞく","connection, union, join, link; changing trains","JLPT JLPT_2","z>djSMK(A7","sự kết nối, sự kết hợp, sự nối kết; đổi tàu"
"瀬戸物","せともの","earthenware, crockery, china","JLPT JLPT_2","PMP|wB-k4/","đồ đất nung, đồ sành sứ, đồ sứ"
"ぜひとも","ぜひとも","by all means (with sense of not taking 'no' for an answer)","JLPT JLPT_2","A3Jbimizm0","bằng mọi cách (với ý thức không chấp nhận câu trả lời là 'không')"
"迫る","せまる","to draw near, to press","JLPT JLPT_2","dn?%4*`.$=","đến gần, ấn vào"
"ゼミ","ゼミ","seminar","Intermediate_Japanese_Ln.5 JLPT JLPT_2 Intermediate_Japanese","lX$<5j-;VY","hội thảo"
"せめて","せめて","at least","JLPT JLPT_2","qY`,)^Uzza","ít nhất"
"攻める","せめる","to attack, to assault, to assail","JLPT JLPT_2","j:1<3/Aj|u","tấn công, tấn công, tấn công"
"セメント","セメント","cement","JLPT JLPT_2","gZo}Y#TRA.","xi măng"
"台詞","せりふ","speech, words, one's lines, remarks","JLPT JLPT_2","p!R4:?$J5a","lời nói, lời nói, lời nói, nhận xét"
"栓","せん","stopper, cork, stopcock","JLPT JLPT_2","GIQJL!C!u[","nút chai, nút chai, nút vòi"
"前～","ぜん～","former, late ~, past ~","JLPT JLPT_2","uziw.|&}u]","trước đây, muộn ~, quá khứ ~"
"前後","ぜんご","front and back, before and after","JLPT JLPT_2","P60vZ%@rQX","trước và sau, trước và sau"
"洗剤","せんざい","detergent, cleanser, cleaning agent, washing material","JLPT JLPT_2","xPk5/(8H&C","chất tẩy rửa, chất tẩy rửa, chất tẩy rửa, chất tẩy rửa"
"全集","ぜんしゅう","complete works","JLPT JLPT_2","B?uUGxee6}","công trình hoàn chỉnh"
"全身","ぜんしん","whole (body), full-length (e.g., portrait) systemic","JLPT JLPT_2","edKjYQQik|","toàn bộ (cơ thể), toàn bộ hệ thống (ví dụ: chân dung)"
"扇子","せんす","folding fan","JLPT JLPT_2 Genki_Ln.20 Genki","EF=fq2c-JO","quạt gấp"
"専制","せんせい","despotism, autocracy","JLPT JLPT_2","OL%g_RLZ1k","chế độ chuyên quyền, chế độ chuyên quyền"
"先々月","せんせんげつ","month before last","JLPT JLPT_2","zJ$.J8%d%,","tháng trước cuối cùng"
"先々週","せんせんしゅう","2 weeks before","JLPT JLPT_2","mB4QnlMrv3","2 tuần trước"
"先祖","せんぞ","ancestor","JLPT JLPT_2","F0U>k-OIq$","tổ tiên"
"先端","せんたん","pointed end, tip","JLPT JLPT_2","Q`_+]v?+=0","đầu nhọn, đầu nhọn"
"センチ","センチ","centimeter","JLPT JLPT_2","inl%VC*Led","centimét"
"宣伝","せんでん","publicity, advertisement, advertising, propaganda","JLPT JLPT_2","G}7n;$pW3b","công khai, quảng cáo, quảng cáo, tuyên truyền"
"先頭","せんとう","head, lead, vanguard","JLPT JLPT_2","h9$H7YGNw$","người đứng đầu, dẫn đầu, tiên phong"
"全般","ぜんぱん","(the) whole, general","JLPT JLPT_2","KNd2446a(;","(cái) toàn bộ, tổng quát"
"扇風機","せんぷうき","electric fan","JLPT JLPT_2","bRk!KDE*$7","quạt điện"
"洗面","せんめん","wash up (one's face), have a wash","JLPT JLPT_2","C?dX|!4c7/","rửa sạch (mặt), rửa sạch"
"全力","ぜんりょく","all one's power, whole energy","JLPT JLPT_2","j*AhcD}311","tất cả sức mạnh của một người, toàn bộ năng lượng"
"線路","せんろ","line, track, roadbed","JLPT JLPT_2","mq#-qSUuS*","đường, đường ray, nền đường"
"総～","そう～","gross, general, entire","JLPT JLPT_2","cSEd3l5jK<","tổng thể, tổng quát, toàn bộ"
"相違","そうい","difference, discrepancy, variation","JLPT JLPT_2 Intermediate_Japanese Intermediate_Japanese_Ln.11","zqQS?TR@WS","sự khác biệt, sự khác biệt, sự khác biệt"
"そういえば","そういえば","which reminds me ..","JLPT JLPT_2","eo>F02B%a]","điều đó làm tôi nhớ tới .."
"雑巾","ぞうきん","house-cloth, dust cloth","JLPT JLPT_2","r*{8DR<J4`","vải lau nhà, vải lau bụi"
"増減","ぞうげん","increase and decrease, fluctuation","JLPT JLPT_2","l(r&I9gZ<B","tăng giảm, biến động"
"倉庫","そうこ","storehouse, warehouse","JLPT JLPT_2","w}}hNBPyr)","nhà kho, nhà kho"
"相互","そうご","mutual, reciprocal","JLPT JLPT_2","nR3lCT=~I%","lẫn nhau, tương hỗ"
"創作","そうさく","production, creation, work","JLPT JLPT_2","PNw/q-z>l3","sản xuất, sáng tạo, làm việc"
"葬式","そうしき","funeral","JLPT JLPT_2","Gbn]K/&TX&","tang lễ"
"造船","ぞうせん","shipbuilding","JLPT JLPT_2","LyK0zsx!O1","đóng tàu"
"騒々しい","そうぞうしい","noisy, boisterous","JLPT JLPT_2","cTG!~COW$P","ồn ào, huyên náo"
"増大","ぞうだい","increase, growth","JLPT JLPT_2","K:CEKV:9VX","tăng lên, tăng trưởng"
"そうっと","そうっと","softly, cautiously, gently","JLPT JLPT_2","vd>M3|]yht","nhẹ nhàng, thận trọng, nhẹ nhàng"
"送別","そうべつ","farewell, send-off","JLPT JLPT_2","y,Tk;$&@x}","tạm biệt, tiễn biệt"
"草履","ぞうり","Japanese sandals (footwear)","JLPT JLPT_2","xD#*1}`sY?","Dép Nhật Bản (giày dép)"
"総理大臣","そうりだいじん","Prime Minister","JLPT JLPT_2","wr`qCug{r4","Thủ tướng"
"送料","そうりょう","postage, carriage","JLPT JLPT_2","D?;^6Pv:]&","bưu phí, vận chuyển"
"属する","ぞくする","to belong to, to come under","JLPT JLPT_2","i1]:]E>_bU","thuộc về, thuộc về"
"続々","ぞくぞく","successively, one after another","JLPT JLPT_2","hivME8/#WP","lần lượt, lần lượt"
"速達","そくたつ","express, special delivery","JLPT JLPT_2","v{{[}K0EMQ","chuyển phát nhanh, chuyển phát đặc biệt"
"測定","そくてい","measurement","JLPT JLPT_2","Qp_^G4NnHY","đo lường"
"測量","そくりょう","measurement, surveying","JLPT JLPT_2","N?XK_R(gNy","đo đạc, khảo sát"
"速力","そくりょく","speed","JLPT JLPT_2","yC0f;tqC:X","tốc độ"
"素質","そしつ","talent, capability","JLPT JLPT_2","i~_:B9s_i]","tài năng, năng lực"
"祖先","そせん","ancestor(s)","JLPT JLPT_2 Intermediate_Japanese_Ln.8 Intermediate_Japanese","uEOVA+$QA-","tổ tiên"
"そそっかしい","そそっかしい","careless, thoughtless","JLPT JLPT_2","lH2m/7jTDk","bất cẩn, thiếu suy nghĩ"
"卒直","そっちょく","frank, candid, honest","JLPT JLPT_2","gGu?|m4th^","thẳng thắn, thẳng thắn, trung thực"
"率直","そっちょく","frank, candid, straightforward, openhearted, direct, outspoken","JLPT JLPT_2","zP0+k&2Oo$","thẳng thắn, thẳng thắn, thẳng thắn, cởi mở, thẳng thắn, thẳng thắn"
"そのころ","そのころ","in those days, at that time, then","JLPT JLPT_2","h3oBLD<m4a","vào những ngày đó, lúc đó, lúc đó"
"そのため","そのため","hence, for that reason","JLPT JLPT_2","m^MU-Y@MNe","do đó, vì lý do đó"
"その他","そのほか","besides","JLPT JLPT_2","IwQj+]fL.2","bên cạnh đó"
"そば","そば","soba (buckwheat noodles)","JLPT JLPT_2","ww?mb~cU}r","soba (mì kiều mạch)"
"剃る","そる","to shave","JLPT JLPT_2","nRAd^[5pD1","cạo râu"
"それなのに","それなのに","though, although","JLPT JLPT_2","k+B-<2c#Pu","mặc dù, mặc dù"
"それなら","それなら","If that's the case..., If so..., That being the case...","JLPT JLPT_2","tEgCn;#W+`","Nếu vậy thì..., Nếu vậy..., Nếu vậy thì..."
"それはいけませんね (かん)","それはいけませんね (かん)","that's not good","JLPT JLPT_2","t8:jf{Ldnz","điều đó không tốt"
"逸れる","それる","to stray (turn) from subject, to go astray","JLPT JLPT_2","P^@I_Rocse","đi lạc (rẽ) khỏi chủ đề, đi lạc lối"
"揃える","そろえる","to collect, to gather, to get together, to complete (a collection) to arrange, to put in order, to prepare, to get ready to make uniform, to make even, to match","JLPT JLPT_2","eIvmG2@,}C","thu thập, tập hợp, tập hợp lại, hoàn thành (một bộ sưu tập) sắp xếp, sắp xếp, chuẩn bị, chuẩn bị sẵn sàng để làm đồng phục, làm đồng đều, cho phù hợp"
"算盤","そろばん","abacus","JLPT JLPT_2","jX~`V;cedM","bàn tính"
"存じる","ぞんじる","(humble) to know","JLPT JLPT_2","Aym5:5*IUD","(khiêm tốn) biết"
"存ずる","ぞんずる","(humble) to know","JLPT JLPT_2","MsmBGs6}hD","(khiêm tốn) biết"
"損得","そんとく","loss and gain, advantage and disadvantage","JLPT JLPT_2","x~apBZA1n:","được và mất, lợi và hại"
"第～","だい～","~th","JLPT JLPT_2","kbFu6B=v;g","~th"
"タイア","タイア","tire, tyre","JLPT JLPT_2","42m3.zlHb","lốp, lốp"
"だいいち (とりわけ)","だいいち (とりわけ)","first, foremost,&nbsp;&nbsp;#1","JLPT JLPT_2","sS|Rl>y(P~","đầu tiên, quan trọng nhất,&nbsp;&nbsp;#1"
"大学院","だいがくいん","graduate school","Genki_Ln.16 JLPT Intermediate_Japanese JLPT_2 Intermediate_Japanese_Ln.1 Genki","k|Ws#.@Z(?","trường cao học"
"大工","だいく","carpenter","JLPT JLPT_2","HUM8bf&^L-","thợ mộc"
"体系","たいけい","system, organization","JLPT JLPT_2","I*QRaBQl@l","hệ thống, tổ chức"
"太鼓","たいこ","drum, tambourine","JLPT JLPT_2","wz3E+65(~&","trống, lục lạc"
"対策","たいさく","counter-plan, counter-measure","JLPT JLPT_2","GGGQEDkEUY","kế hoạch đối phó, biện pháp đối phó"
"大して","たいして","(not so) much, (not) very","JLPT JLPT_2","u,Waa>(/*g","(không) nhiều, (không) nhiều"
"対照","たいしょう","contrast, antithesis, comparison","JLPT JLPT_2","n>fKKV=_7/","tương phản, phản đề, so sánh"
"大小","だいしょう","size","JLPT JLPT_2","nI5$isC-V|","kích cỡ"
"体制","たいせい","order, system, structure","JLPT JLPT_2","Dn9.|Ri$s|","trật tự, hệ thống, cấu trúc"
"体積","たいせき","capacity, volume","JLPT JLPT_2","u*y*LZ`?*U","công suất, khối lượng"
"大層","たいそう","very much, greatly","JLPT JLPT_2","w>w}K&}qSs","rất nhiều, rất nhiều"
"体操","たいそう","gymnastics, physical exercises, calisthenics","JLPT JLPT_2","Av($>5,YT@","thể dục dụng cụ, bài tập thể chất, thể dục mềm dẻo"
"大分","だいぶん","considerably, greatly, a lot","JLPT JLPT_2","BIv*|D!}u.","đáng kể, rất nhiều, rất nhiều"
"大木","たいぼく","large tree","JLPT JLPT_2","ChcUad;Yr=","cây lớn"
"題名","だいめい","title, caption, heading","JLPT JLPT_2","piMdjCN@h}","tiêu đề, chú thích, đầu đề"
"代名詞","だいめいし","pronoun","JLPT JLPT_2","l##{!5f,2T","đại từ"
"ダイヤグラム","ダイヤグラム","diagram","JLPT JLPT_2","iaafymmrCe","sơ đồ"
"ダイヤモンド","ダイヤモンド","diamond","JLPT JLPT_2","i=C9?(aW#r","kim cương"
"ダイヤル","ダイヤル","dial","JLPT JLPT_2","utE>l/p-3-","quay số"
"対立","たいりつ","confrontation, opposition, antagonism","JLPT JLPT_2","Ncc,Acum~c","sự đối đầu, sự đối lập, sự đối kháng"
"田植え","たうえ","rice planting","JLPT JLPT_2","OgO</<`l`b","trồng lúa"
"絶えず","たえず","constantly","JLPT JLPT_2 Intermediate_Japanese_Ln.10 Intermediate_Japanese","pW;2y7R<mV","liên tục"
"楕円","だえん","ellipse","JLPT JLPT_2","P}wFC7s?&j","hình elip"
"高める","たかめる","to raise, to lift, to boost, to enhance","JLPT JLPT_2","hpSUACwJv[","nâng lên, nâng lên, tăng cường, nâng cao"
"耕す","たがやす","to till, to plow, to cultivate","JLPT JLPT_2","xA,3MUb6~T","cày, cày, trồng trọt"
"滝","たき","waterfall","JLPT JLPT_2","ohAHw^26T,","thác nước"
"蓄える","たくわえる","to save, to store, to lay in stock","JLPT JLPT_2","m.Z{vIv259","để dành, cất giữ, dự trữ"
"竹","たけ","bamboo","JLPT JLPT_2","w4_>96h/eO","cây tre"
"ただいま","ただいま","Here I am, I'm home!","JLPT JLPT_2","p|S.`7CI}c","Tôi đây, tôi về nhà rồi!"
"但し","ただし","but, however, provided that","JLPT JLPT_2","nIm>W;=6s~","nhưng, tuy nhiên, với điều kiện là"
"畳む","たたむ","to fold (e.g., clothes, umbrella)","JLPT JLPT_2","OvXN(wM:bA","gấp (ví dụ: quần áo, ô)"
"立ち止まる","たちどまる","to stop, to halt, to stand still","JLPT JLPT_2","B95OXSZO5r","dừng lại, dừng lại, đứng yên"
"たちまち","たちまち","instantly, suddenly, all at once","JLPT_2 JLPT Intermediate_Japanese_Ln.7 Intermediate_Japanese","f|EvU~_,t!","ngay lập tức, đột ngột, cùng một lúc"
"建つ","たつ","to be erected, to be built","JLPT JLPT_2","M!q;te,)Kq","được dựng lên, được xây dựng"
"脱線","だっせん","derailment, digression","JLPT JLPT_2","HD(zBG2%H)","chệch hướng, lạc đề"
"妥当","だとう","proper, appropriate","JLPT JLPT_2","JHO!PQp^-#","thích hợp, thích hợp"
"例える","たとえる","to compare, to liken","JLPT JLPT_2","b.^|xu(Lu=","so sánh, so sánh"
"頼もしい","たのもしい","reliable, promising","JLPT JLPT_2","d|t<2zx{AN","đáng tin cậy, đầy hứa hẹn"
"足袋","たび","tabi, Japanese socks (with split toe)","JLPT JLPT_2","i9JA;qWI*S","tabi, tất Nhật Bản (có xẻ ngón)"
"ダブル","ダブル","double","JLPT_1 JLPT JLPT_2","n5sGaL[nrJ","gấp đôi"
"ダム","ダム","dam","JLPT JLPT_2","lwjw.sbO3t","con đập"
"溜息","ためいき","a sigh","JLPT JLPT_2","M{mrZXe(xA","một tiếng thở dài"
"ためらう","ためらう","to be hesitant","JLPT JLPT_2 Intermediate_Japanese_Ln.12 Intermediate_Japanese","G;FUJQ+<&I","do dự"
"だらしない","だらしない","slovenly, loose, a slut","JLPT JLPT_2","y)zumMnB[a","luộm thuộm, buông thả, một con đĩ"
"足る","たる","to be sufficient, to be enough","JLPT JLPT_2","f=F6.jTK0j","đủ, đủ rồi"
"短～","たん～","short ~","JLPT JLPT_2","zZ~;hL0?5C","ngắn ~"
"段階","だんかい","gradation, grade, stage","JLPT JLPT_2","jG]K@ghVXd","cấp bậc, cấp bậc, giai đoạn"
"短期","たんき","short term","JLPT JLPT_2","q<4V7>Q;K[","ngắn hạn"
"炭鉱","たんこう","coal mine, coal pit","JLPT JLPT_2","k;/>)mhS{3","mỏ than, hố than"
"短所","たんしょ","defect, weak point; disadvantage","JLPT JLPT_2","H{`G1#jtpf","khiếm khuyết, điểm yếu; điều bất lợi"
"たんす","たんす","chest of drawers","JLPT JLPT_2","m~G#CLkml)","tủ ngăn kéo"
"淡水","たんすい","fresh water","JLPT JLPT_2","qe4&W^T?1T","nước ngọt"
"断水","だんすい","water outage","JLPT JLPT_2","i;K5<cgucK","mất nước"
"単数","たんすう","singular (number)","JLPT JLPT_2","l])jQ./Ree","số ít (số)"
"団地","だんち","housing complex","JLPT JLPT_2","gOlbcdBj<$","khu nhà ở phức hợp"
"断定","だんてい","conclusion, decision","JLPT JLPT_2","A$|V(|!0O8","kết luận, quyết định"
"短編","たんぺん","short (e.g., story, film)","JLPT JLPT_2","bU~DAA@V)_","ngắn (ví dụ: truyện, phim)"
"田ぼ","たんぼ","paddy field, farm","JLPT JLPT_2","muOiSP8NL>","cánh đồng lúa, trang trại"
"誓う","ちかう","to swear, to vow","JLPT JLPT_2","MT!|3=)2Nd","thề, thề"
"地下水","ちかすい","underground water","JLPT JLPT_2","p4eK+EuKD%","nước ngầm"
"近々","ちかぢか","soon, before long","JLPT JLPT_2","z!thddh444","sớm, không lâu nữa"
"近付ける","ちかづける","to bring near, to put close, to let come near","JLPT JLPT_2","tY,9|Y-dCA","đưa lại gần, đưa lại gần, cho đến gần"
"近寄る","ちかよる","to approach, to draw near","JLPT JLPT_2","PADniz;h7y","đến gần, đến gần"
"力強い","ちからづよい","powerful, strong, vigorous","JLPT JLPT_2","esKt]N.[nn","mạnh mẽ, mạnh mẽ, mạnh mẽ"
"ちぎる","ちぎる","to cut up fine, to pick (fruit)","JLPT JLPT_2","n1$55xxJH)","cắt nhỏ, hái (quả)"
"地質","ちしつ","geological features","JLPT JLPT_2","OY*f%Q>2A{","đặc điểm địa chất"
"知人","ちじん","friend, acquaintance","JLPT JLPT_2 Intermediate_Japanese_Ln.1 Intermediate_Japanese","yhSeK?G|5o","bạn bè, người quen"
"地帯","ちたい","area, zone","JLPT JLPT_2","Cixjw@G7=!","khu vực, vùng"
"縮む","ちぢむ","to shrink, to be contracted","JLPT JLPT_2","s+NV#|Vzsj","co lại, co lại"
"縮める","ちぢめる","to shorten, to reduce, to shrink","JLPT JLPT_2","K2!izn(Ec%","rút ngắn lại, thu nhỏ lại, thu nhỏ lại"
"縮れる","ちぢれる","to be wavy, to be curled","JLPT JLPT_2","hDb2M|vgvf","lượn sóng, cuộn tròn"
"チップ","チップ","gratuity, tip; chip","Intermediate_Japanese_Ln.6 JLPT_2 JLPT Intermediate_Japanese","I{J?rk;mEF","tiền thưởng, tiền boa; chip"
"地点","ちてん","site, point on a map","JLPT JLPT_2","O67?;Qy2t6","trang web, điểm trên bản đồ"
"地名","ちめい","place name","JLPT JLPT_2","H}VgzK^n++","tên địa điểm"
"茶色い","ちゃいろい","brown","JLPT JLPT_2","cPhF;RkRM7","màu nâu"
"着々","ちゃくちゃく","steadily","JLPT JLPT_2","o8gOx2+4-w","đều đặn"
"中間","ちゅうかん","middle, midway, interim","JLPT JLPT_2","db[p1gjS8r","giữa chừng, giữa chừng, tạm thời"
"中旬","ちゅうじゅん","second third of a month","JLPT JLPT_2","w>eUJ_!p-%","thứ ba thứ hai của tháng"
"抽象","ちゅうしょう","abstract","JLPT JLPT_2","i(@XmP*tzX","trừu tượng"
"中世","ちゅうせい","Middle Ages, medieval times","JLPT JLPT_2","Lq!,3&y/Oc","Thời trung cổ, thời trung cổ"
"中性","ちゅうせい","neuter gender, neutral","JLPT JLPT_2","dr8B_U~r:p","giới tính trung tính, trung lập"
"中途","ちゅうと","in the middle, half-way","JLPT JLPT_2","qq^xMh<42g","ở giữa, nửa chừng"
"中年","ちゅうねん","middle-aged","JLPT JLPT_2 Intermediate_Japanese_Ln.1 Intermediate_Japanese","hO*P@Du`th","trung niên"
"チョーク","チョーク","chalk","JLPT JLPT_2","bDt1557lyK","phấn"
"長～","ちょう～","long ~","JLPT JLPT_2","neC33gMb3=","dài ~"
