"expression","reading","meaning","tags","guid","meaning_vi"
"迷惑","めいわく","trouble, bother, annoyance","JLPT JLPT_2 JLPT_3","i.t)w,3ng-","rắc rối, phiền toái, khó chịu"
"目上","めうえ","person of higher status; one's senior","JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.2","oNjcNV)ff[","người có địa vị cao hơn; cấp trên của một người"
"飯","めし","meals, food","JLPT JLPT_2 JLPT_3","IWA[~#BL^U","bữa ăn, đồ ăn"
"滅多に","めったに","rarely (with neg. verb), seldom","JLPT JLPT_2 JLPT_3","j)#=ex#L)O","hiếm khi (với động từ phủ định), hiếm khi"
"メモ","メモ","memorandum, note","JLPT JLPT_2 JLPT_3","skJ)D[(,@.","biên bản, ghi chú"
"面","めん","face, mug, surface, side or facet, corner, page","JLPT JLPT_2 JLPT_3","w,_Ik;ZYes","mặt, cốc, bề mặt, mặt bên hoặc mặt, góc, trang"
"綿","めん","cotton","JLPT JLPT_2 JLPT_3","zi)_)]=$49","bông"
"免許","めんきょ","license, permit, certificate","JLPT JLPT_3 JLPT_2 Genki_Ln.22 Genki","giqsadF8[_","giấy phép, giấy phép, giấy chứng nhận"
"面接","めんせつ","interview","JLPT Intermediate_Japanese JLPT_3 JLPT_2 Genki Genki_Ln.23 Intermediate_Japanese_Ln.3","G{,..f)t;T","phỏng vấn"
"面倒","めんどう","trouble, attention","JLPT JLPT_2 JLPT_3","jarwg?`xYM","rắc rối, chú ý"
"メンバー","メンバー","member","JLPT JLPT_2 JLPT_3","ioP<e}C#*T","thành viên"
"申し込む","もうしこむ","to apply for, to make an application","JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.3","p-@iqxnx(*","nộp đơn xin, làm đơn xin"
"申し訳","もうしわけ","apology, excuse","JLPT JLPT_2 JLPT_3","w0A,13h@XG","xin lỗi, xin lỗi"
"毛布","もうふ","blanket","JLPT JLPT_2 JLPT_3","G|6QSL6HzW","cái chăn"
"燃える","もえる","to burn","JLPT JLPT_2 JLPT_3","C2}(_d=*8]","đốt cháy"
"目的","もくてき","purpose, goal, aim","JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.3","FrxXy0,/EI","mục đích, mục tiêu, mục tiêu"
"目標","もくひょう","mark, objective, target","JLPT JLPT_2 JLPT_3","eD#(2kEfi#","đánh dấu, mục tiêu, mục tiêu"
"文字","もじ","letter (of alphabet), character","JLPT JLPT_2 JLPT_3","v{bw_z2KT.","chữ cái (trong bảng chữ cái), ký tự"
"文字","もんじ","letter (of alphabet), character","JLPT JLPT_2 JLPT_3","i}R1C0Kg[i","chữ cái (trong bảng chữ cái), ký tự"
"もしかすると","もしかすると","perhaps, maybe, by some chance","JLPT JLPT_2 JLPT_3","E_gTNRA!W1","có lẽ, có lẽ, tình cờ nào đó"
"もしも","もしも","if","JLPT JLPT_2 JLPT_3","Q41Ox`49(P","nếu như"
"持ち上げる","もちあげる","to raise, to lift up, to flatter","JLPT JLPT_2 JLPT_3","Ck3.ZXZ[6p","nâng lên, nâng lên, tâng bốc"
"用いる","もちいる","to use, to make use of","JLPT JLPT_2 JLPT_3","so5H6d<zN+","sử dụng, tận dụng"
"もったいない","もったいない","wasteful; more than one deserves, unworthy of","JLPT JLPT_2 JLPT_3","yewBxbz7]I","lãng phí; nhiều hơn một người xứng đáng, không xứng đáng"
"尤も","もっとも","quite right, plausible, natural","JLPT JLPT_2 JLPT_3","A>F:Ft1w22","khá đúng, hợp lý, tự nhiên"
"元","もと","origin, original; former","JLPT JLPT_2 JLPT_3","O)La7,`]AY","nguồn gốc, nguyên gốc; trước"
"基","もと","basis","JLPT JLPT_2 JLPT_3","Icp_M75Xpg","cơ sở"
"素","もと","prime","JLPT JLPT_2 JLPT_3","yGr3{oX4%H","xuất sắc"
"戻す","もどす","to restore, to put back, to return","JLPT JLPT_2 JLPT_3","PmY(.gc-w+","khôi phục, đặt lại, trả lại"
"基づく","もとづく","to be grounded on, to be based on","JLPT JLPT_2 JLPT_3","I&bTc?WHhL","căn cứ vào, dựa vào"
"求める","もとめる","to request, to ask for; to seek, to search for","JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.4","lJ&@p010:m","yêu cầu, yêu cầu; tìm kiếm, tìm kiếm"
"者","もの","person (same as 人 (ひと))","JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.3","vAI([v0H/E","người (giống như 人 (ひと))"
"物音","ものおと","sounds","JLPT JLPT_2 JLPT_3","hL<`ZEm#E^","âm thanh"
"物語","ものがたり","tale, story, legend","JLPT JLPT_2 JLPT_3","b2F39/cX@{","câu chuyện, câu chuyện, truyền thuyết"
"物事","ものごと","things, everything","JLPT JLPT_2 JLPT_3","JYu;9)KWYP","mọi thứ, mọi thứ"
"燃やす","もやす","to burn","JLPT JLPT_2 JLPT_3","h5FjFnJT{r","đốt cháy"
"模様","もよう","pattern, figure, design","JLPT JLPT_2 JLPT_3","DCW6|C<9T)","mẫu, hình, thiết kế"
"文句","もんく","a complaint","JLPT Intermediate_Japanese Genki JLPT_3 JLPT_2 Intermediate_Japanese_Ln.14 Genki_Ln.21 Intermediate_Japanese_Ln.11","q,87=b37fY","một lời phàn nàn"
"やがて","やがて","before long, soon, at length","JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.8","nlnms.mL_|","chẳng bao lâu, chẳng bao lâu, lâu dài"
"役","やく","role, position","JLPT JLPT_2 JLPT_3","sc=i9?h^tQ","vai trò, vị trí"
"約","やく","approximately, about, some","JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.11","L31l;C5Xp=","xấp xỉ, khoảng, một số"
"訳","やく","translation","JLPT JLPT_2 JLPT_3","CmgPQjblgT","dịch thuật"
"訳す","やくす","to translate","JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.2","Cj2Ni~H!BW","dịch"
"役割","やくわり","assigning (allotment of) parts, role, duties","JLPT JLPT_2 JLPT_3","jj*z,nk6$Z","phân công (phân công) bộ phận, vai trò, nhiệm vụ"
"家賃","やちん","rent","JLPT Genki_Ln.18 JLPT_3 JLPT_2 Genki","Og7<v^:R8@","thuê"
"厄介","やっかい","trouble, burden, care","JLPT JLPT_2 JLPT_3","O_#+8qFx*C","rắc rối, gánh nặng, sự quan tâm"
"宿","やど","inn, lodging","JLPT JLPT_2 JLPT_3","F8A%9EzpfO","nhà trọ, chỗ ở"
"雇う","やとう","to employ, to hire","JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.8","fsV)jU5lVf","tuyển dụng, thuê mướn"
"屋根","やね","roof","JLPT JLPT_2 JLPT_3","K@]5qy=.%v","mái nhà"
"破る","やぶる","to tear; to violate; to defeat","JLPT JLPT_2 JLPT_3","Hc|1rO==::","xé ; vi phạm; đánh bại"
"破れる","やぶれる","to get torn, to wear out","JLPT JLPT_2 JLPT_3","Q>N&s5^Kb%","bị rách, bị mòn"
"辞める","やめる","to retire","JLPT JLPT_2 JLPT_3","J|2c^zFs0y","nghỉ hưu"
"やや","やや","a little, partially, somewhat","JLPT JLPT_2 JLPT_3","OikgR+nKY0","một chút, một phần, một chút"
"唯一","ゆいいつ","only, sole, unique","JLPT JLPT_2 JLPT_3","mNuH=kxM-E","duy nhất, duy nhất, duy nhất"
"勇気","ゆうき","courage, bravery, boldness","JLPT JLPT_2 JLPT_3","z0tdm#]12w","lòng dũng cảm, sự dũng cảm, sự táo bạo"
"友好","ゆうこう","friendship","JLPT JLPT_2 JLPT_3","qSk@+t:._p","tình bạn"
"有効","ゆうこう","valid, effectual","JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.10","iL.?i)%fKm","hợp lệ, có hiệu lực"
"優秀","ゆうしゅう","superiority, excellence","JLPT JLPT_2 JLPT_3","O^v!ja{$6}","sự vượt trội, sự xuất sắc"
"優勝","ゆうしょう","overall victory, championship","JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.7","Gxir)F$3h;","chiến thắng chung cuộc, chức vô địch"
"友情","ゆうじょう","friendship, fellowship","JLPT JLPT_2 JLPT_3","hpnSza2$^g","tình bạn, tình bạn"
"友人","ゆうじん","friend (formal)","JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.15 Intermediate_Japanese_Ln.2","iE%IT=Qp]>","bạn bè (trang trọng)"
"有能","ゆうのう","able, capable, efficient","JLPT JLPT_2 JLPT_3","P0&QeU;_J8","có khả năng, có khả năng, hiệu quả"
"郵便","ゆうびん","mail, postal service","JLPT JLPT_2 JLPT_3","y1Pm-8jy]k","bưu điện, bưu điện"
"ユーモア","ユーモア","humor","JLPT JLPT_2 JLPT_3","df%[k|%u*+","hài hước"
"有利","ゆうり","advantageous, better","JLPT JLPT_2 JLPT_3","H]2^aHqq32","thuận lợi, tốt hơn"
"床","ゆか","floor","JLPT JLPT_2 JLPT_3","lG~]%rmVy|","sàn nhà"
"愉快","ゆかい","pleasant, happy","JLPT JLPT_2 JLPT_3","o,+Kowdko`","dễ chịu, hạnh phúc"
"譲る","ゆずる","to turn over, to assign, to hand over","JLPT JLPT_2 JLPT_3","Hvg@/iJB}O","chuyển giao, giao lại, giao lại"
"豊か","ゆたか","abundant, wealthy, plentiful, rich","JLPT JLPT_2 JLPT_3","d9lbZ0yM,{","dồi dào, dồi dào, dồi dào, giàu có"
"茹でる","ゆでる","to boil","JLPT JLPT_2 JLPT_3","vocx6RiGG7","đun sôi"
"許す","ゆるす","to permit, to allow, to approve","JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.8","jUZ.+k2dQs","cho phép, cho phép, chấp thuận"
"夜","よ","evening, night","JLPT JLPT_2 JLPT_3","O|UO#;VR|i","buổi tối, đêm"
"夜明け","よあけ","dawn, daybreak","JLPT JLPT_2 JLPT_3","P]gvvnr3UX","bình minh, bình minh"
"酔う","よう","to get drunk","JLPT JLPT_2 JLPT_3","Nw#Iv9NMME","say rượu"
"容易","ようい","easy, simple, plain","JLPT JLPT_2 JLPT_3","P+bB1Di`Ky","dễ dàng, đơn giản, đơn giản"
"容器","ようき","container, vessel","JLPT JLPT_2 JLPT_3","iaea{|Cg@:","thùng chứa, tàu"
"陽気","ようき","season, weather, cheerfulness","JLPT JLPT_2 JLPT_3","u51di;kV4W","mùa, thời tiết, vui vẻ"
"要求","ようきゅう","request, demand","JLPT JLPT_2 JLPT_3","nvC?4QsNf}","yêu cầu, yêu cầu"
"用心","ようじん","care, precaution, caution","JLPT JLPT_2 JLPT_3","Flc5De-&7.","chăm sóc, đề phòng, thận trọng"
"様子","ようす","aspect, state, appearance","JLPT JLPT_2 JLPT_3","A7/`ZQ{`>8","khía cạnh, trạng thái, diện mạo"
"要するに","ようするに","in a word, after all, in short …","JLPT JLPT_2 JLPT_3","FOjPBhXtfP","tóm lại là, tóm lại là…"
"要素","ようそ","element","JLPT JLPT_2 JLPT_3","GZk%&=rm6%","yếu tố"
"要点","ようてん","gist, main point","JLPT JLPT_2 JLPT_3","Qs5wBsMZ.}","ý chính, ý chính"
"曜日","ようび","day of the week","JLPT JLPT_2 JLPT_3","H-|U<zuUTq","ngày trong tuần"
"ヨーロッパ","ヨーロッパ","Europe","JLPT JLPT_2 JLPT_3","cEJaT(aXg","Châu Âu"
"予期","よき","expectation, forecast","JLPT JLPT_2 JLPT_3","k(Z/4d8ciX","kỳ vọng, dự đoán"
"横切る","よこぎる","to cross (e.g., arms), to traverse","JLPT JLPT_2 JLPT_3","ba+_Ekz}4>","đi qua (ví dụ: cánh tay), đi qua"
"汚す","よごす","to pollute, to make dirty","JLPT JLPT_2 JLPT_3","gASRu}ar&]","làm ô nhiễm, làm bẩn"
"予算","よさん","estimate, budget","JLPT JLPT_2 JLPT_3","k15uOKT$nk","ước tính, ngân sách"
"止す","よす","to cease, to give up","JLPT JLPT_2 JLPT_3","g87)Rqp|@G","chấm dứt, từ bỏ"
"寄せる","よせる","to collect, to gather, to put aside","JLPT JLPT_2 JLPT_3","M9{&7Gc5&~","thu thập, tập hợp, để sang một bên"
"予測","よそく","prediction, estimation","JLPT JLPT_2 JLPT_3","E(^1aDIi!6","dự đoán, ước tính"
"ヨット","ヨット","yacht","JLPT JLPT_2 JLPT_3","G/C^ah63g_","du thuyền"
"夜中","よなか","midnight, dead of night","JLPT JLPT_2 JLPT_3","QTA:28I)zV","nửa đêm, đêm khuya"
"世の中","よのなか","society, the world","JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.14","zQaur22G#@","xã hội, thế giới"
"余分","よぶん","extra, excess, surplus","JLPT JLPT_2 JLPT_3","uLcn4c5r}h","thừa, dư thừa, dư thừa"
"予報","よほう","forecast, prediction","JLPT JLPT_2 JLPT_3","CpZ2Kf3K1p","dự báo, dự đoán"
"予防","よぼう","prevention, protection against","JLPT JLPT_2 JLPT_3","rDZhF+<_&}","phòng ngừa, bảo vệ chống lại"
"読み","よみ","reading","JLPT JLPT_2 JLPT_3","K?H`Don1~V","đọc"
"嫁","よめ","bride, daughter-in-law","JLPT JLPT_2 JLPT_3","oRq&EQjfdU","cô dâu, con dâu"
"余裕","よゆう","excess; surplus","JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.15","E;;B#u-gwT","thặng dư; dư thừa"
"より","より","twist, ply","JLPT JLPT_2 JLPT_3","P,gDgn3/%z","xoắn, xếp"
"因る","よる","to come from","JLPT JLPT_2 JLPT_3","bk:?0yP.}A","đến từ"
"喜び","よろこび","joy, pleasure, rejoicing","JLPT JLPT_2 JLPT_3","K+wNM)/!OH","niềm vui, niềm vui, sự hân hoan"
"よろしく (かん)","よろしく (かん)","best regards, please remember me","JLPT JLPT_2 JLPT_3","uLM;15kvNe","lời chúc tốt đẹp nhất, xin hãy nhớ đến tôi"
"四","よん","four","JLPT JLPT_2 JLPT_3","FT^HSOQQHt","bốn"
"来","らい～","next ~","JLPT JLPT_2 JLPT_3","A=wX.vJ`;k","tiếp theo ~"
"ライター","ライター","lighter; writer","JLPT JLPT_2 JLPT_3","NgUl4>*Khu","nhẹ hơn; nhà văn"
"楽","らく","comfort, ease","JLPT JLPT_2 JLPT_3","DiE;3Dx>c<","sự thoải mái, dễ chịu"
"ラケット","ラケット","racket","JLPT JLPT_2 JLPT_3","rc5WF%qwi^","vợt"
"利益","りえき","profits, gains","JLPT JLPT_2 JLPT_3","j{(4)&Jk(I","lợi nhuận, lợi nhuận"
"理解","りかい","understanding, comprehension","JLPT JLPT_2 JLPT_3","kKF%t{|4d1","sự hiểu biết, sự hiểu biết"
"陸","りく","land, shore","JLPT JLPT_2 JLPT_3","f7mi}zh7:U","đất, bờ"
"利口","りこう","clever, shrewd, bright","JLPT JLPT_2 JLPT_3","fywFMWmChi","thông minh, sắc sảo, sáng sủa"
"離婚","りこん","divorce","JLPT JLPT_2 JLPT_3","PI9p-(a/mR","ly hôn"
"理想","りそう","ideal","JLPT JLPT_3 JLPT_2 Genki_Ln.23 Genki","Ev]+?).P_6","lý tưởng"
"率","りつ","rate, ratio, percentage","JLPT JLPT_2 JLPT_3","s+WV`q_zTd","tỉ lệ, tỉ lệ, tỷ lệ"
"留学","りゅうがく","studying abroad","JLPT JLPT_2 JLPT_3","jA_j8gA?Xq","du học"
"流行","りゅうこう","fashionable, fad, prevailing","JLPT JLPT_2 JLPT_3","oDwVFzWRDw","hợp mốt, mốt nhất thời, đang thịnh hành"
"量","りょう","quantity, amount","JLPT JLPT_2 JLPT_3","EL&y=qJ[p]","số lượng, số tiền"
"寮","りょう","hostel, dormitory","Genki_Ln.17 JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.2 Genki","v~j5~V9)9G","ký túc xá, ký túc xá"
"両替","りょうがえ","change, money exchange","JLPT JLPT_2 JLPT_3","d:;<z]06Bi","đổi tiền, đổi tiền"
"料金","りょうきん","fee, charge, fare","JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.10","zVvm;g>0?l","phí, phí, giá vé"
"例","れい","instance, example, case","JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.2","kB-8@n:7>K","ví dụ, ví dụ, trường hợp"
"礼","れい","expression of gratitude; bow","JLPT JLPT_2 JLPT_3","EZ&Acuix#;","bày tỏ lòng biết ơn; cây cung"
"例外","れいがい","exception","JLPT JLPT_2 JLPT_3","tw6[F{cyVX","ngoại lệ"
"礼儀","れいぎ","manners, courtesy, etiquette","JLPT JLPT_2 JLPT_3","Gd12dxU_~f","cách cư xử, phép lịch sự, phép lịch sự"
"冷静","れいせい","calm, coolness","JLPT JLPT_2 JLPT_3","B49T]&wBB/","bình tĩnh, mát mẻ"
"列","れつ","queue, line, row","JLPT JLPT_2 JLPT_3","xG=0sSj|M]","xếp hàng, hàng, hàng"
"列車","れっしゃ","train (ordinary)","JLPT JLPT_2 JLPT_3","QT2^`L&p0(","tàu hỏa (bình thường)"
"レベル","レベル","level","JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.5","zpbh!KoN[L","mức độ"
"連想","れんそう","association (of ideas), suggestion","JLPT JLPT_2 JLPT_3","NQ21Zh,%s4","sự liên tưởng (về ý tưởng), sự gợi ý"
"連続","れんぞく","consecutive, continuity, continuing","JLPT JLPT_2 JLPT_3","ODN;p&H}o6","liên tiếp, liên tục, tiếp tục"
"老人","ろうじん","the aged, old person","JLPT JLPT_2 JLPT_3","Fz<ozu`hKp","người già, người già"
"労働","ろうどう","labor, work","JLPT JLPT_2 JLPT_3","svW#2;;Cv:","lao động, công việc"
"ロケット","ロケット","locket, rocket","JLPT JLPT_2 JLPT_3","s>l2C%ZS6!","mề đay, tên lửa"
"論じる","ろんじる","to argue, to discuss","JLPT JLPT_2 JLPT_3","PV@[>Orc)!","để tranh luận, để thảo luận"
"論争","ろんそう","controversy, dispute","JLPT JLPT_2 JLPT_3","OnROo#.Af[","tranh cãi, tranh cãi"
"論文","ろんぶん","thesis, paper","JLPT JLPT_2 JLPT_3","x9Y&i=]xwo","luận án, giấy"
"輪","わ","ring, hoop, circle","JLPT JLPT_2 JLPT_3","FnX+2P-4%V","vòng, vòng, vòng tròn"
"ワイン","ワイン","wine","JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.9","k_34Ad?RbL","rượu"
"わがまま","わがまま","selfishness, egoism, willfulness","JLPT JLPT_2 JLPT_3","EZq`y]jF5A","sự ích kỷ, sự ích kỷ, sự cố ý"
"別れ","わかれ","parting, separation, farewell","JLPT JLPT_2 JLPT_3","OMtj+e3iBn","chia tay, chia tay, chia tay"
"分かれる","わかれる","to branch off, to diverge from","JLPT JLPT_2 JLPT_3","h3]%FQ}r,e","rẽ nhánh, tách khỏi"
"脇","わき","side","JLPT JLPT_2 JLPT_3","jKWknj-GZC","bên"
"湧く","わく","to boil, to grow hot","JLPT JLPT_2 JLPT_3","eVR+00~Wm","đun sôi, trở nên nóng"
"分ける","わける","to divide, to separate","JLPT JLPT_2 JLPT_3","o0j(Vbh=Dm","chia, tách"
"わざと","わざと","on purpose","JLPT JLPT_2 JLPT_3","viYnUwNT3<","có mục đích"
"僅か","わずか","only, merely, a little","JLPT JLPT_2 JLPT_3","q2B/3.([A6","chỉ, chỉ đơn thuần, một chút"
"綿","わた","cotton","JLPT JLPT_2 JLPT_3","v86=9+m*Zo","bông"
"話題","わだい","topic, subject","JLPT JLPT_2 JLPT_3","z8.CmK<Fdr","chủ đề, chủ đề"
"笑い","わらい","laugh, laughter, smile","JLPT JLPT_2 JLPT_3","DQ4$VTV1]U","cười, cười, cười"
"割る","わる","to divide, to break","JLPT JLPT_2 JLPT_3","oEUIbaXq]C","chia, phá vỡ"
"悪口","わるくち","abuse, insult","JLPT JLPT_2 JLPT_3","d]Rs;YIR,B","lạm dụng, xúc phạm"
"我々","われわれ","we","JLPT JLPT_2 JLPT_3","E2(6GHR8(/","chúng tôi"
"湾","わん","bay, gulf, inlet","JLPT JLPT_2 JLPT_3","P6{jsCe:#w","vịnh, vịnh, cửa vào"
"椀","わん","bowl","JLPT JLPT_2 JLPT_3","l4kkf<]hlo","cái bát"
"碗","わん","bowl","JLPT JLPT_2 JLPT_3","jaH28ERkuW","cái bát"
"悪","あく","evil, vice","JLPT_1 JLPT JLPT_3","Q1DWi+VRb<","ác, phó"
"当り","あたり","hit, success, reaching the mark","JLPT_1 JLPT JLPT_3","pvdd^T@ma/","đánh, thành công, đạt mốc"
"アップ","アップ","up","JLPT_1 JLPT JLPT_3","A[u&?[.Bro","hướng lên"
"宛てる","あてる","to address, to put","JLPT_1 JLPT JLPT_3","l&CGpg$n)R","để giải quyết, để đặt"
"アンケート","アンケート","questionnaire (FRE: enquete), survey","JLPT_1 JLPT JLPT_3","jvw,M=`Mc4","bảng câu hỏi (FRE: enquement), khảo sát"
"異","い","difference (of opinion)","JLPT_1 JLPT JLPT_3","KWy%Q&s$/y","sự khác biệt (về quan điểm)"
"意","い","will","JLPT_1 JLPT JLPT_3","ue.p8Uogo]","sẽ"
"医院","いいん","doctor's office (surgery), clinic","JLPT_1 JLPT JLPT_3","cxetSKwBbl","phòng khám (phẫu thuật), phòng khám"
"怒り","いかり","anger","JLPT_1 JLPT JLPT_3","eag:XoP`Iu","sự tức giận"
"粋","いき","chic, style, purity","JLPT_1 JLPT JLPT_3","ugWhTIM%@o","sang trọng, phong cách, tinh khiết"
"意地","いじ","disposition, spirit, obstinacy, appetite","JLPT_1 JLPT JLPT_3","Bt*R$hF@~7","tính tình, tinh thần, sự bướng bỉnh, sự thèm ăn"
"依然","いぜん","still, as yet","JLPT_1 JLPT JLPT_3","gx*_AN|$_R","vẫn vậy, vẫn vậy"
"傷める","いためる","to damage, to impair, to spoil","JLPT_1 JLPT JLPT_3","uF3-=@-Bpo","làm hư hỏng, làm suy yếu, làm hư hỏng"
"炒める","いためる","to stir-fry","JLPT_1 JLPT JLPT_3","G^,`T^H<Y$","để xào"
"一帯","いったい","a region, the whole place","JLPT_1 JLPT JLPT_3","DAOK/%LCS(","một khu vực, toàn bộ nơi"
"異動","いどう","a change, transfer","JLPT_1 JLPT JLPT_3","ew^/izF?S5","sự thay đổi, chuyển giao"
"衣料","いりょう","clothing","JLPT_1 JLPT JLPT_3","gj0|x/@YEn","quần áo"
"渦","うず","swirl","JLPT_1 JLPT JLPT_3","sfWs{S%^qV","xoáy"
"埋まる","うまる","to be buried, to be filled","JLPT_1 JLPT JLPT_3","7lK)HuokX","được chôn cất, được lấp đầy"
"産む","うむ","to give birth (v.t.), to deliver, to produce","JLPT Intermediate_Japanese JLPT_1 JLPT_3 Intermediate_Japanese_Ln.14","r|}xM1gEOl","sinh ra (v.t.), sinh ra, sản xuất"
"縁","えん","chance, tie, relationship","JLPT_1 JLPT JLPT_3","oaiH%ZtU~K","cơ hội, cà vạt, mối quan hệ"
"尾","お","tail, ridge","JLPT_1 JLPT JLPT_3","wE6#3`(P-s","đuôi, sườn núi"
"負う","おう","to bear, to owe","JLPT_1 JLPT JLPT_3","u~;tItu4oL","chịu, mắc nợ"
"遅れ","おくれ","delay, lag","JLPT Intermediate_Japanese JLPT_1 JLPT_3 Intermediate_Japanese_Ln.14","l%9;2PC4x+","độ trễ, độ trễ"
"教え","おしえ","teachings, doctrine","JLPT_1 JLPT JLPT_3","xPgyX4=PH+","lời dạy, giáo lý"
"驚き","おどろき","surprise, astonishment, wonder","JLPT_1 JLPT JLPT_3","uYPDwf:Xey","sự ngạc nhiên, sự kinh ngạc, sự kinh ngạc"
"織る","おる","to weave","JLPT_1 JLPT JLPT_3","H-^?L/FUtJ","dệt"
"欠く","かく","to lack, to crack","JLPT_1 JLPT JLPT_3","y:z4,KW,Y-","thiếu, nứt"
"角","かく","angle","JLPT_1 JLPT JLPT_3","Q3RPtFjJo6","góc"
"核","かく","nucleus, kernel","JLPT_1 JLPT JLPT_3","e?}Lbq98=N","hạt nhân, hạt nhân"
"格","かく","status, character, case","JLPT_1 JLPT JLPT_3","Bd<&>IEN#(","trạng thái, nhân vật, trường hợp"
"学歴","がくれき","academic background","JLPT_1 JLPT JLPT_3","oJD!i#Ghj,","nền tảng học thuật"
"駆ける","かける","to run","JLPT_1 JLPT JLPT_3","AlwjF+uaKO","chạy"
"賭ける","かける","to bet, to risk, to gamble","JLPT_1 JLPT JLPT_3","dX$E2ISF?E","đánh cược, mạo hiểm, đánh bạc"
"課題","かだい","subject, theme, task","JLPT_1 JLPT JLPT_3","JNxi3:**/$","chủ đề, chủ đề, nhiệm vụ"
"片付け","かたづけ","tidying up, finishing","JLPT_1 JLPT JLPT_3","b8#*+`Yer.","dọn dẹp, hoàn thiện"
"加味","かみ","seasoning, flavoring","JLPT_1 JLPT JLPT_3","IDJ]6]i7Jx","gia vị, hương liệu"
"借り","かり","borrowing, debt, loan","JLPT_1 JLPT JLPT_3","eJ@~/@E_cp","vay, nợ, cho vay"
"狩り","かり","hunting","JLPT_1 JLPT JLPT_3","F*!5GCg4U&","săn bắn"
"管","かん","pipe, tube","JLPT_1 JLPT JLPT_3","fcs)GZ>f[[","ống, ống"
"～観","かん","feeling, view","JLPT_1 JLPT JLPT_3","L#gN7p7zR4","cảm giác, quan điểm"
"癌","がん","cancer","JLPT_1 JLPT JLPT_3","p~,cAC,D+|","bệnh ung thư"
"刊行","かんこう","publication, issue","JLPT_1 JLPT JLPT_3","M#=U8)QH)D","sự xuất bản, phát hành"
"慣行","かんこう","customary practice, habit, traditional event","JLPT_1 JLPT JLPT_3","xk+2IzF[p%","phong tục tập quán, thói quen, sự kiện truyền thống"
"歓声","かんせい","cheer, shout of joy","JLPT_1 JLPT JLPT_3","w6B,F.u4!.","reo hò, reo hò vui sướng"
"官僚","かんりょう","bureaucrat, bureaucracy","JLPT_1 JLPT JLPT_3","vh@[V;%&ao","quan liêu, quan liêu"
"器官","きかん","organ (of body, instrument)","JLPT_1 JLPT JLPT_3","N2?AghIU$R","cơ quan (của cơ thể, dụng cụ)"
"季刊","きかん","quarterly (e.g., magazine)","JLPT_1 JLPT JLPT_3","I;$Bk_n?X#","hàng quý (ví dụ: tạp chí)"
"起源","きげん","origin, beginning, rise","JLPT_1 JLPT JLPT_3","tlShs$oI^}","nguồn gốc, sự khởi đầu, sự trỗi dậy"
"機構","きこう","mechanism, organization","JLPT_1 JLPT JLPT_3","i}B:Es]N)f","cơ chế, tổ chức"
"築く","きずく","to build, to establish","JLPT_1 JLPT JLPT_3","i^HMG^80!G","để xây dựng, thành lập"
"規制","きせい","regulation","JLPT_1 JLPT JLPT_3","CN`|`I@cQ2","quy định"
"丘陵","きゅうりょう","hill","JLPT_1 JLPT JLPT_3","E9ld1,7]!f","đồi"
"協議","きょうぎ","conference, discussion, negotiation","JLPT_1 JLPT JLPT_3","Q?<#X?Sj/E","hội nghị, thảo luận, đàm phán"
"享受","きょうじゅ","enjoyment, being given","JLPT_1 JLPT JLPT_3","QIS<k>N.yl","sự hưởng thụ, được trao"
"協調","きょうちょう","co-operation, conciliation, harmony","JLPT_1 JLPT JLPT_3","q1MP[9CeAj","hợp tác, hòa giải, hòa hợp"
"切り","きり","limits, place to leave off","JLPT_1 JLPT JLPT_3","B0AWr56JJ:","giới hạn, nơi để rời đi"
"菌","きん","germ, bacterium","JLPT_1 JLPT JLPT_3","tmpS/:#W86","mầm bệnh, vi khuẩn"
"近視","きんし","nearsightedness","JLPT_1 JLPT JLPT_3","NkNB,nl-$5","cận thị"
