Unnamed: 0,word,type,cefr,phon_br,phon_n_am,definition,example,uk,us,meaning_vi
3354,modern,adjective,a1,/ˈmɒdn/,/ˈmɑːdərn/,of the present time or recent times ,the modern industrial world,modern_uk.mp3,modern_us.mp3,hiện đại
3355,modest,adjective,b2,/ˈmɒdɪst/,/ˈmɑːdɪst/,"not very large, expensive, important, etc.",modest improvements/reforms,modest_uk.mp3,modest_us.mp3,khiêm tốn
3356,modification,noun,c1,/ˌmɒdɪfɪˈkeɪʃn/,/ˌmɑːdɪfɪˈkeɪʃn/,the act or process of changing something in order to improve it or make it more acceptable; a change that is made,Considerable modification of the existing system is needed.,modification_uk.mp3,modification_us.mp3,sửa đổi
3357,modify,verb,b2,/ˈmɒdɪfaɪ/,/ˈmɑːdɪfaɪ/,"to change something slightly, especially in order to make it more suitable for a particular purpose",Patients are taught how to modify their diet.,modify_uk.mp3,modify_us.mp3,sửa đổi
3358,moment,noun,a1,/ˈməʊmənt/,/ˈməʊmənt/,a very short period of time,"Could you wait a moment, please?",moment_uk.mp3,moment_us.mp3,thời điểm
3359,momentum,noun,c1,/məˈmentəm/,/məʊˈmentəm/,the ability to keep increasing or developing,The fight for his release gathers momentum each day.,momentum_uk.mp3,momentum_us.mp3,đà
3360,Monday,noun,a1,/ˈmʌndeɪ/,/ˈmʌndeɪ/,"the day of the week after Sunday and before Tuesday, the first day of the working week","It's Monday today, isn't it?",Monday_uk.mp3,Monday_us.mp3,Thứ Hai
3361,money,noun,a1,/ˈmʌni/,/ˈmʌni/,"what you earn by working or selling things, and use to buy things",to borrow/save/spend/earn money,money_uk.mp3,money_us.mp3,tiền
3362,monitor,noun,b2,/ˈmɒnɪtə(r)/,/ˈmɑːnɪtər/,a screen that shows information from a computer; a television screen used to show particular kinds of information,The details of today's flights are displayed on the monitor.,monitor_uk.mp3,monitor_us.mp3,màn hình
3363,monitor,verb,b2,/ˈmɒnɪtə(r)/,/ˈmɑːnɪtər/,"to watch and check something over a period of time in order to see how it develops, so that you can make any necessary changes","monitor something, Each student's progress is closely monitored.",monitor_uk.mp3,monitor_us.mp3,màn hình
3364,monk,noun,c1,/mʌŋk/,/mʌŋk/,a member of a religious group of men who often live apart from other people in a monastery and who do not marry or have personal possessions,Benedictine/Buddhist monks,monk_uk.mp3,monk_us.mp3,tu sĩ
3365,monkey,noun,a2,/ˈmʌŋki/,/ˈmʌŋki/,"an animal with a long tail, that climbs trees and lives in hot countries. There are several types of monkey and they are related to apes and humans.","Like humans, apes and monkeys live in complex social groupings.",monkey_uk.mp3,monkey_us.mp3,khỉ
3366,monopoly,noun,c1,/məˈnɒpəli/,/məˈnɑːpəli/,the complete control of trade in particular goods or the supply of a particular service; a type of goods or a service that is controlled in this way,In the past central government had a monopoly on television broadcasting.,monopoly_uk.mp3,monopoly_us.mp3,độc quyền
3367,monster,noun,b2,/ˈmɒnstə(r)/,/ˈmɑːnstər/,"(in stories) an imaginary creature that is very large, ugly and frightening",a monster with three heads,monster_uk.mp3,monster_us.mp3,quái vật
3368,month,noun,a1,/mʌnθ/,/mʌnθ/,"any of the twelve periods of time into which the year is divided, for example May or June",The months of July and August are the hottest.,month_uk.mp3,month_us.mp3,tháng
3369,monthly,adjective,b2,/ˈmʌnθli/,/ˈmʌnθli/,happening once a month or every month,a monthly meeting/visit/magazine,monthly_uk.mp3,monthly_us.mp3,hàng tháng
3370,monument,noun,b2,/ˈmɒnjumənt/,/ˈmɑːnjumənt/,"a building, column, statue, etc. built to remind people of a famous person or event",A monument to him was erected in St Paul's Cathedral.,monument_uk.mp3,monument_us.mp3,tượng đài
3371,mood,noun,b1,/muːd/,/muːd/,the way you are feeling at a particular time,"in a … mood, She's in a good mood today (= happy and friendly).",mood_uk.mp3,mood_us.mp3,tâm trạng
3372,moon,noun,a2,/muːn/,/muːn/,the round object that moves around the earth once every 27½ days and shines at night by light reflected from the sun,the surface of the moon,moon_uk.mp3,moon_us.mp3,mặt trăng
3373,moral,adjective,b2,/ˈmɒrəl/,/ˈmɔːrəl/,connected with principles of right and wrong behaviour,a moral issue/dilemma,moral_uk.mp3,moral_us.mp3,đạo đức
3374,moral,noun,b2,/ˈmɒrəl/,/ˈmɔːrəl/,"standards or principles of good behaviour, especially in matters of sexual relationships",Young people these days have no morals.,moral_uk.mp3,moral_us.mp3,đạo đức
3375,morality,noun,c1,/məˈræləti/,/məˈræləti/,principles relating to right and wrong or good and bad behaviour,matters of public/private morality,morality_uk.mp3,morality_us.mp3,đạo đức
3376,more,adverb,a1,/mɔː(r)/,/mɔːr/,used to form the comparative of most adjectives and adverbs with two or more syllables,She was far more intelligent than her sister.,more_uk.mp3,more_us.mp3,more
3377,more,determiner,a1,/mɔː(r)/,/mɔːr/,a larger number or amount of,I want some more!,more_uk.mp3,more_us.mp3,hơn
3378,more,pronoun,a1,/ˈmeni/,/ˈmeni/,"used with plural nouns and verbs, especially in negative sentences or in more formal English, to mean ‘a large number of’. Also used in questions to ask about the size of a number, and with ‘as’, ‘so’ and ‘too’.",We don't have very many copies left.,more_uk.mp3,more_us.mp3,more
3379,moreover,adverb,b2,/mɔːrˈəʊvə(r)/,/mɔːrˈəʊvər/,used to introduce some new information that adds to or supports what you have said previously,"A talented artist, he was, moreover, a writer of some note.",moreover_uk.mp3,moreover_us.mp3,hơn nữa
3380,morning,noun,a1,/ˈmɔːnɪŋ/,/ˈmɔːrnɪŋ/,the early part of the day from the time when people wake up until 12 o'clock in the middle of the day or before lunch,They left for Spain early this morning.,morning_uk.mp3,morning_us.mp3,buổi sáng
3381,mortgage,noun,b2,/ˈmɔːɡɪdʒ/,/ˈmɔːrɡɪdʒ/,"a legal agreement by which a bank or similar organization lends you money to buy a house, etc., and you pay the money back over a particular number of years; the sum of money that you borrow",to apply for/take out/pay off a mortgage,mortgage_uk.mp3,mortgage_us.mp3,thế chấp
3382,mosque,noun,b2,/mɒsk/,/mɑːsk/,a building where Muslims go to worship (= praise God),I used to pray at the local mosque with my father and grandfather.,mosque_uk.mp3,mosque_us.mp3,nhà thờ Hồi giáo
3383,most,adverb,a1,/məʊst/,/məʊst/,used to form the superlative of most adjectives and adverbs of two or more syllables,the most boring/beautiful part,most_uk.mp3,most_us.mp3,hầu hết
3384,most,determiner,a1,/məʊst/,/məʊst/,the largest in number or amount,Who do you think will get (the) most votes?,most_uk.mp3,most_us.mp3,hầu hết
3385,most,pronoun,a1,/ˈmeni/,/ˈmeni/,"used with plural nouns and verbs, especially in negative sentences or in more formal English, to mean ‘a large number of’. Also used in questions to ask about the size of a number, and with ‘as’, ‘so’ and ‘too’.",We don't have very many copies left.,most_uk.mp3,most_us.mp3,hầu hết
3386,mostly,adverb,a2,/ˈməʊstli/,/ˈməʊstli/,mainly; generally,The sauce is mostly cream.,mostly_uk.mp3,mostly_us.mp3,hầu hết
3387,mother,noun,a1,/ˈmʌðə(r)/,/ˈmʌðər/,a female parent of a child or animal; a person who is acting as a mother to a child,I want to buy a present for my mother and father.,mother_uk.mp3,mother_us.mp3,mẹ
3388,motion,noun,b2,/ˈməʊʃn/,/ˈməʊʃn/,the act or process of moving or the way something moves,What was Newton's first law of motion?,motion_uk.mp3,motion_us.mp3,chuyển động
3389,motivate,verb,b2,/ˈməʊtɪveɪt/,/ˈməʊtɪveɪt/,to be the reason why somebody does something or behaves in a particular way,"motivate somebody (to do something), What motivates people to carry out such attacks?",motivate_uk.mp3,motivate_us.mp3,thúc đẩy
3390,motivation,noun,b2,/ˌməʊtɪˈveɪʃn/,/ˌməʊtɪˈveɪʃn/,the reason why somebody does something or behaves in a particular way,"motivation (behind something), What is the motivation behind this sudden change?",motivation_uk.mp3,motivation_us.mp3,động lực
3391,motive,noun,c1,/ˈməʊtɪv/,/ˈməʊtɪv/,a reason for doing something,There seemed to be no motive for the murder.,motive_uk.mp3,motive_us.mp3,động cơ
3392,motor,adjective,b2,/ˈməʊtə(r)/,/ˈməʊtər/,having an engine; using the power of an engine,The street is closed to motor vehicles.,motor_uk.mp3,motor_us.mp3,động cơ
3393,motor,noun,b2,/ˈməʊtə(r)/,/ˈməʊtər/,"a device that uses electricity, petrol, etc. to produce movement and makes a machine, a vehicle, a boat, etc. work",An electric motor is used to pump the water.,motor_uk.mp3,motor_us.mp3,động cơ
3394,motorcycle,noun,a2,/ˈməʊtəsaɪkl/,/ˈməʊtərsaɪkl/,"a road vehicle with two wheels, driven by an engine, with one seat for the driver and often a seat for a passenger behind the driver",He never learned to ride a motorcycle or to drive a car.,motorcycle_uk.mp3,motorcycle_us.mp3,xe máy
3395,motorist,noun,c1,/ˈməʊtərɪst/,/ˈməʊtərɪst/,a person driving a car,The accident was reported by a passing motorist.,motorist_uk.mp3,motorist_us.mp3,motorist
3396,mount,verb,b2,/maʊnt/,/maʊnt/,to organize and begin something,Residents mounted a campaign to fight the plans.,mount_uk.mp3,mount_us.mp3,mount
3397,mountain,noun,a1,/ˈmaʊntən/,/ˈmaʊntn/,"a very high hill, often with rocks near the top",the mountains of Andalusia,mountain_uk.mp3,mountain_us.mp3,Mountain
3398,mouse,noun,a1,/maʊs/,/maʊs/,"a small animal that is covered in fur and has a long thin tail. Mice live in fields, in people’s houses or where food is stored.",a house mouse,mouse_uk.mp3,mouse_us.mp3,chuột
3399,mouth,noun,a1,/maʊθ/,/maʊθ/,"the opening in the face used for speaking, eating, etc.; the area inside the head behind this opening",She opened her mouth to say something.,mouth_uk.mp3,mouth_us.mp3,miệng
3400,move,noun,b1,/muːv/,/muːv/,a change of place or position,Don't make a move!,move_uk.mp3,move_us.mp3,di chuyển
3401,move,verb,a1,/muːv/,/muːv/,"to change position or make somebody/something change position in a way that can be seen, heard or felt",Don't move—stay perfectly still.,move_uk.mp3,move_us.mp3,di chuyển
3402,movement,noun,a2,/ˈmuːvmənt/,/ˈmuːvmənt/,an act of moving the body or part of the body,hand/eye movements,movement_uk.mp3,movement_us.mp3,chuyển động
3403,movie,noun,a1,/ˈmuːvi/,/ˈmuːvi/,"a series of moving pictures recorded with sound that tells a story, watched at a movie theater or on a television or other device",You'll love this movie.,movie_uk.mp3,movie_us.mp3,phim
3404,moving,adjective,b2,/ˈmuːvɪŋ/,/ˈmuːvɪŋ/,"causing strong, often sad, feelings about somebody/something",a deeply moving experience,moving_uk.mp3,moving_us.mp3,cảm động
3405,much,adverb,a1,/mʌtʃ/,/mʌtʃ/,to a great degree,Thank you very much for the flowers.,much_uk.mp3,much_us.mp3,nhiều
3406,much,determiner,a1,/mʌtʃ/,/mʌtʃ/,"used with uncountable nouns, especially in negative sentences to mean ‘a large amount of something’, or after ‘how’ to ask about the amount of something. It is also used with ‘as’, ‘so’ and ‘too’.",I don't have much money with me.,much_uk.mp3,much_us.mp3,much
3407,much,pronoun,a1,/ˈmeni/,/ˈmeni/,"used with plural nouns and verbs, especially in negative sentences or in more formal English, to mean ‘a large number of’. Also used in questions to ask about the size of a number, and with ‘as’, ‘so’ and ‘too’.",We don't have very many copies left.,much_uk.mp3,much_us.mp3,nhiều
3408,mud,noun,b1,/mʌd/,/mʌd/,wet earth that is soft and sticky,The car wheels got stuck in the mud.,mud_uk.mp3,mud_us.mp3,bùn
3409,multiple,adjective,b2,/ˈmʌltɪpl/,/ˈmʌltɪpl/,many in number; involving many different people or things,The shape appears multiple times within each painting.,multiple_uk.mp3,multiple_us.mp3,bội số
3410,multiply,verb,b2,/ˈmʌltɪplaɪ/,/ˈmʌltɪplaɪ/,to add a number to itself a particular number of times,The children are already learning to multiply and divide.,multiply_uk.mp3,multiply_us.mp3,nhân
3411,mum,noun,a1,/mʌm/,/mʌm/,a mother,Call your mum.,mum_uk.mp3,mum_us.mp3,mẹ
3412,municipal,adjective,c1,/mjuːˈnɪsɪpl/,/mjuːˈnɪsɪpl/,"connected with or belonging to a town, city or district that has its own local government",municipal elections/councils,municipal_uk.mp3,municipal_us.mp3,thành phố
3413,murder,noun,b1,/ˈmɜːdə(r)/,/ˈmɜːrdər/,the crime of killing somebody deliberately,He was found guilty of murder.,murder_uk.mp3,murder_us.mp3,vụ giết người
3414,murder,verb,b1,/ˈmɜːdə(r)/,/ˈmɜːrdər/,to kill somebody deliberately and illegally,He denies murdering his wife's lover.,murder_uk.mp3,murder_us.mp3,giết người
3415,muscle,noun,b1,/ˈmʌsl/,/ˈmʌsl/,a piece of body tissue that you make tight and relax in order to move a particular part of the body; the tissue that forms the muscles of the body,a calf/neck/thigh muscle ,muscle_uk.mp3,muscle_us.mp3,cơ bắp
3416,museum,noun,a1,/mjuˈziːəm/,/mjuˈziːəm/,"a building in which objects of artistic, cultural, historical or scientific interest are kept and shown to the public",a museum of modern art,museum_uk.mp3,museum_us.mp3,bảo tàng
3417,music,noun,a1,/ˈmjuːzɪk/,/ˈmjuːzɪk/,sounds that are arranged in a way that is pleasant or exciting to listen to. People sing music or play it on instruments.,I like any kind of pop or dance music.,music_uk.mp3,music_us.mp3,âm nhạc
3418,musical,adjective,a2,/ˈmjuːzɪkl/,/ˈmjuːzɪkl/,connected with music; containing music,musical styles/tastes,musical_uk.mp3,musical_us.mp3,âm nhạc
3419,musical,noun,b1,/ˈmjuːzɪkl/,/ˈmjuːzɪkl/,a play or film in which part or all of the story is told using songs and often dancing,a Broadway/Hollywood musical,musical_uk.mp3,musical_us.mp3,nhạc kịch
3420,musician,noun,a2,/mjuˈzɪʃn/,/mjuˈzɪʃn/,"a person who plays a musical instrument or writes music, especially as a job",a jazz/rock/classical musician,musician_uk.mp3,musician_us.mp3,nhạc sĩ
3421,must,modal verb,a1,/məst/,/məst/,used to say that something is necessary or very important (sometimes involving a rule or a law),All visitors must report to reception.,must_uk.mp3,must_us.mp3,must
3422,mutual,adjective,c1,/ˈmjuːtʃuəl/,/ˈmjuːtʃuəl/,"used to describe feelings that two or more people have for each other equally, or actions that affect two or more people equally",mutual respect/understanding,mutual_uk.mp3,mutual_us.mp3,tương hỗ
3423,my,determiner,a1,/maɪ/,/maɪ/,of or belonging to the speaker or writer,Where's my passport?,my_uk.mp3,my_us.mp3,của tôi
3424,myself,pronoun,a2,/maɪˈself/,/maɪˈself/,used when the speaker or writer is also the person affected by an action,I cut myself on a knife.,myself_uk.mp3,myself_us.mp3,bản thân mình
3425,mysterious,adjective,b2,/mɪˈstɪəriəs/,/mɪˈstɪriəs/,difficult to understand or explain; strange,He died in mysterious circumstances.,mysterious_uk.mp3,mysterious_us.mp3,bí ẩn
3426,mystery,noun,b1,/ˈmɪstri/,/ˈmɪstəri/,something that is difficult to understand or to explain,It is one of the great unsolved mysteries of this century.,mystery_uk.mp3,mystery_us.mp3,bí ẩn
3427,myth,noun,b2,/mɪθ/,/mɪθ/,"a story from ancient times, especially one that was told to explain natural events or to describe the early history of a people; this type of story",ancient Greek myths,myth_uk.mp3,myth_us.mp3,huyền thoại
3428,nail,noun,b1,/neɪl/,/neɪl/,the thin hard layer covering the outer tip of the fingers or toes,Stop biting your nails!,nail_uk.mp3,nail_us.mp3,móng tay
3429,naked,adjective,b2,/ˈneɪkɪd/,/ˈneɪkɪd/,not wearing any clothes,She was clutching the sheet around her naked body.,naked_uk.mp3,naked_us.mp3,trần truồng
3430,name,noun,a1,/neɪm/,/neɪm/,"a word or words that a particular person, animal, place or thing is known by",What's your name?,name_uk.mp3,name_us.mp3,tên
3431,name,verb,a1,/neɪm/,/neɪm/,to give a name to somebody/something,"name somebody/something (after somebody), He was named after his father (= given his father's first name).",name_uk.mp3,name_us.mp3,name
3432,namely,adverb,c1,/ˈneɪmli/,/ˈneɪmli/,used to introduce more exact and detailed information about something that you have just mentioned,"We need to concentrate on our target audience, namely women aged between 20 and 30.",namely_uk.mp3,namely_us.mp3,cụ thể là
3433,narrative,adjective,b1,/ˈnærətɪv/,/ˈnærətɪv/,describing events or telling a story,narrative fiction,narrative_uk.mp3,narrative_us.mp3,tường thuật
3434,narrative,noun,b1,/ˈnærətɪv/,/ˈnærətɪv/,a description of events,a gripping narrative of their journey up the Amazon,narrative_uk.mp3,narrative_us.mp3,tường thuật
3435,narrow,adjective,a2,/ˈnærəʊ/,/ˈnærəʊ/,"measuring a short distance from one side to the other, especially in relation to length",Stray dogs wander the steep narrow lanes of the old town.,narrow_uk.mp3,narrow_us.mp3,thu hẹp
3436,narrow,verb,b2,/ˈnærəʊ/,/ˈnærəʊ/,to become or make something less wide,This is where the river narrows.,narrow_uk.mp3,narrow_us.mp3,thu hẹp
3437,nasty,adjective,b2,/ˈnɑːsti/,/ˈnæsti/,very bad or unpleasant,He had a nasty accident.,nasty_uk.mp3,nasty_us.mp3,khó chịu
3438,nation,noun,b1,/ˈneɪʃn/,/ˈneɪʃn/,"a country considered as a group of people with the same language, culture and history, who live in a particular area under one government",European/Arab/Asian nations,nation_uk.mp3,nation_us.mp3,quốc gia
3439,national,adjective,a2,/ˈnæʃnəl/,/ˈnæʃnəl/,connected with a particular nation; shared by a whole nation,Decide whether it would be better to advertise in a national or a local newspaper.,national_uk.mp3,national_us.mp3,quốc gia
3440,national,noun,b2,/ˈnæʃnəl/,/ˈnæʃnəl/,a citizen of a particular country,Polish nationals living in Germany,national_uk.mp3,national_us.mp3,quốc gia
3441,nationwide,adjective,c1,/ˌneɪʃnˈwaɪd/,/ˌneɪʃnˈwaɪd/,happening or existing in all parts of a particular country,a nationwide campaign,nationwide_uk.mp3,nationwide_us.mp3,toàn quốc
3442,native,adjective,b1,/ˈneɪtɪv/,/ˈneɪtɪv/,connected with the place where you were born and lived for the first years of your life,your native land/country/city,native_uk.mp3,native_us.mp3,bản địa
3443,native,noun,b1,/ˈneɪtɪv/,/ˈneɪtɪv/,a person who was born in a particular country or area,a native of New York,native_uk.mp3,native_us.mp3,bản địa
3444,natural,adjective,a1,/ˈnætʃrəl/,/ˈnætʃrəl/,existing in nature; not made or caused by humans,"the natural world (= of trees, rivers, animals and birds)",natural_uk.mp3,natural_us.mp3,tự nhiên
3445,naturally,adverb,b1,/ˈnætʃrəli/,/ˈnætʃrəli/,in a way that you would expect,"Naturally, I get upset when things go wrong.",naturally_uk.mp3,naturally_us.mp3,một cách tự nhiên
3446,nature,noun,a2,/ˈneɪtʃə(r)/,/ˈneɪtʃər/,"all the plants, animals and things that exist in the universe that are not made by people",Take time to appreciate the beauties of nature.,nature_uk.mp3,nature_us.mp3,thiên nhiên
3447,naval,adjective,c1,/ˈneɪvl/,/ˈneɪvl/,connected with the navy of a country,a naval base/officer/battle,naval_uk.mp3,naval_us.mp3,hải quân
3448,navigation,noun,b2,/ˌnævɪˈɡeɪʃn/,/ˌnævɪˈɡeɪʃn/,the skill or the process of planning a route for a ship or other vehicle and taking it there,a maker of in-car navigation systems,navigation_uk.mp3,navigation_us.mp3,điều hướng
3449,near,adjective,a1,/nɪə(r)/,/nɪr/,a short distance away,His house is very near.,near_uk.mp3,near_us.mp3,gần
3450,near,adverb,a1,/nɪə(r)/,/nɪr/,at a short distance away,A bomb exploded somewhere near.,near_uk.mp3,near_us.mp3,gần
3451,near,preposition,a1,/nɪə(r)/,/nɪr/,at a short distance away from somebody/something,Do you live near here?,near_uk.mp3,near_us.mp3,gần
3452,nearby,adjective,b2,/ˌnɪəˈbaɪ/,/ˌnɪrˈbaɪ/,near in position; not far away,Her mother lived in a nearby town.,nearby_uk.mp3,nearby_us.mp3,lân cận
3453,nearby,adverb,b2,/ˌnɪəˈbaɪ/,/ˌnɪrˈbaɪ/,a short distance from somebody/something; not far away,They live nearby.,nearby_uk.mp3,nearby_us.mp3,ở gần
3454,nearly,adverb,a2,/ˈnɪəli/,/ˈnɪrli/,almost; not quite; not completely,The bottle's nearly empty.,nearly_uk.mp3,nearly_us.mp3,gần
3455,neat,adjective,b2,/niːt/,/niːt/,tidy and in order; carefully done or arranged,She kept her desk extremely neat.,neat_uk.mp3,neat_us.mp3,gọn gàng
3456,necessarily,adverb,b1,/ˌnesəˈserəli/,/ˌnesəˈserəli/,used to say that something cannot be avoided,The number of places available is necessarily limited.,necessarily_uk.mp3,necessarily_us.mp3,nhất thiết
3457,necessary,adjective,a2,/ˈnesəsəri/,/ˈnesəseri/,that is needed for a purpose or a reason,"necessary to do something, It may be necessary to buy a new one.",necessary_uk.mp3,necessary_us.mp3,cần thiết
3458,necessity,noun,b2,/nəˈsesəti/,/nəˈsesəti/,the fact that something must happen or be done; the need for something,"necessity for something, We recognize the necessity for a written agreement.",necessity_uk.mp3,necessity_us.mp3,sự cần thiết
3459,neck,noun,a2,/nek/,/nek/,the part of the body between the head and the shoulders,He tied a scarf around his neck.,neck_uk.mp3,neck_us.mp3,cổ
3460,need,noun,a2,/niːd/,/niːd/,a situation when something is necessary or must be done,to satisfy/meet/fulfil a need,need_uk.mp3,need_us.mp3,cần
3461,need,verb,a1,/niːd/,/niːd/,"to require something/somebody because they are essential or very important, not just because you would like to have them","need something/somebody, Do you need any help?",need_uk.mp3,need_us.mp3,need
3462,need,modal verb,b1,/niːd/,/niːd/,used to state that something is/was not necessary or that only very little is/was necessary; used to ask if something is/was necessary,"need (not) do something, You needn't bother asking Rick—I know he's too busy.",need_uk.mp3,need_us.mp3,nhu cầu
3463,needle,noun,b1,/ˈniːdl/,/ˈniːdl/,"a small thin piece of steel that you use for sewing, with a point at one end and a hole for the thread at the other",a needle and thread,needle_uk.mp3,needle_us.mp3,kim
3464,negative,adjective,a1,/ˈneɡətɪv/,/ˈneɡətɪv/,bad or harmful,The crisis had a negative effect on trade.,negative_uk.mp3,negative_us.mp3,tiêu cực
3465,negative,noun,b2,/ˈneɡətɪv/,/ˈneɡətɪv/,a word or statement that means ‘no’; an act of refusing to do something or of denying something,"in the negative, She answered in the negative (= said ‘no’).",negative_uk.mp3,negative_us.mp3,tiêu cực
3466,neglect,noun,c1,/nɪˈɡlekt/,/nɪˈɡlekt/,the fact of not giving enough care or attention to something/somebody; the state of not receiving enough care or attention,The buildings are crumbling from years of neglect.,neglect_uk.mp3,neglect_us.mp3,bỏ bê
3467,neglect,verb,c1,/nɪˈɡlekt/,/nɪˈɡlekt/,to fail to take care of somebody/something,She denies neglecting her baby.,neglect_uk.mp3,neglect_us.mp3,bỏ bê
3468,negotiate,verb,b2,/nɪˈɡəʊʃieɪt/,/nɪˈɡəʊʃieɪt/,to try to reach an agreement by formal discussion,"negotiate (with somebody) (for something), The government will not negotiate with terrorists.",negotiate_uk.mp3,negotiate_us.mp3,đàm phán
3469,negotiation,noun,b2,/nɪˌɡəʊʃiˈeɪʃn/,/nɪˌɡəʊʃiˈeɪʃn/,formal discussion between people who are trying to reach an agreement,peace/trade/contract negotiations,negotiation_uk.mp3,negotiation_us.mp3,đàm phán
3470,neighbour,noun,a1,/ˈneɪbə(r)/,/ˈneɪbər/,a person who lives next to you or near you,We've had a lot of support from all our friends and neighbours.,neighbour_uk.mp3,neighbour_us.mp3,hàng xóm
3471,neighbourhood,noun,b1,/ˈneɪbəhʊd/,/ˈneɪbərhʊd/,a district or an area of a town; the people who live there,We grew up in the same neighbourhood.,neighbourhood_uk.mp3,neighbourhood_us.mp3,vùng lân cận
3472,neighbouring,adjective,c1,/ˈneɪbərɪŋ/,/ˈneɪbərɪŋ/,located or living near or next to a place or person,a neighbouring house,neighbouring_uk.mp3,neighbouring_us.mp3,lân cận
3473,neither,adverb,b1,/ˈnaɪðə(r)/,/ˈniːðər/,used to show that a negative statement is also true of somebody/something else,He didn't remember and neither did I.,neither_uk.mp3,neither_us.mp3,không
3474,neither,determiner,a2,/ˈnaɪðə(r)/,/ˈniːðər/,not one nor the other of two things or people,Neither answer is correct.,neither_uk.mp3,neither_us.mp3,không
3475,neither,pronoun,a2,/ˈnaɪðə(r)/,/ˈniːðər/,not one nor the other of two things or people,Neither answer is correct.,neither_uk.mp3,neither_us.mp3,không
3476,nerve,noun,b2,/nɜːv/,/nɜːrv/,"any of the long fibres that carry messages between the brain and parts of the body, enabling you to move, feel pain, etc.",the optic nerve,nerve_uk.mp3,nerve_us.mp3,dây thần kinh
3477,nervous,adjective,a2,/ˈnɜːvəs/,/ˈnɜːrvəs/,anxious about something or afraid of something,I felt really nervous before the interview.,nervous_uk.mp3,nervous_us.mp3,lo lắng
3478,nest,noun,c1,/nest/,/nest/,a hollow place or structure that a bird makes or chooses for laying its eggs in and sheltering its young,sparrows building a nest of twigs and dry grass,nest_uk.mp3,nest_us.mp3,tổ
3479,net,adjective,c1,/net/,/net/,a net amount of money is the amount that remains when nothing more is to be taken away,a net profit of £500,net_uk.mp3,net_us.mp3,ròng
3480,net,noun,b1,/net/,/net/,"material that is made of string, thread or wire twisted or tied together, with small spaces in between; a piece of this material used for a particular purpose",Unfortunately the animals are often caught in fishing nets.,net_uk.mp3,net_us.mp3,lưới
3481,network,noun,a2,/ˈnetwɜːk/,/ˈnetwɜːrk/,"a complicated system of roads, lines, tubes, nerves, etc. that are connected to each other and operate together",a rail/road/canal network,network_uk.mp3,network_us.mp3,mạng
3482,neutral,adjective,b2,/ˈnjuːtrəl/,/ˈnuːtrəl/,"not supporting or helping either side in a disagreement, competition, etc.",Journalists are supposed to be politically neutral.,neutral_uk.mp3,neutral_us.mp3,trung lập
3483,never,adverb,a1,/ˈnevə(r)/,/ˈnevər/,not at any time; not on any occasion,You never help me.,never_uk.mp3,never_us.mp3,không bao giờ
3484,nevertheless,adverb,b2,/ˌnevəðəˈles/,/ˌnevərðəˈles/,despite something that you have just mentioned,"There is little chance that we will succeed in changing the law. Nevertheless, it is important that we try.",nevertheless_uk.mp3,nevertheless_us.mp3,tuy nhiên
3485,new,adjective,a1,/njuː/,/nuː/,"not existing before; recently made, invented, introduced, etc.",Have you read her new novel?,new_uk.mp3,new_us.mp3,mới
3486,newly,adverb,b2,/ˈnjuːli/,/ˈnuːli/,recently,a newly qualified doctor,newly_uk.mp3,newly_us.mp3,mới
3487,news,noun,a1,/njuːz/,/nuːz/,new information about something that has happened recently,What's the latest news?,news_uk.mp3,news_us.mp3,tin tức
3488,newsletter,noun,c1,/ˈnjuːzletə(r)/,/ˈnuːzletər/,a report containing news of the activities of a club or organization that is sent regularly to all its members,Our sailing club produces a monthly newsletter.,newsletter_uk.mp3,newsletter_us.mp3,bản tin
3489,newspaper,noun,a1,/ˈnjuːzpeɪpə(r)/,/ˈnuːzpeɪpər/,"a set of large printed sheets of paper, or a website, containing news, articles, advertisements, etc. and published every day or every week; the organization responsible for producing this",a daily/weekly newspaper,newspaper_uk.mp3,newspaper_us.mp3,báo
3490,next,adjective,a1,/nekst/,/nekst/,"coming straight after somebody/something in time, order or space",The next train to Baltimore is at ten.,next_uk.mp3,next_us.mp3,tiếp theo
3491,next,adverb,a1,/nekst/,/nekst/,after something else; then; afterwards,What happened next?,next_uk.mp3,next_us.mp3,tiếp theo
3492,next,noun,b1,/nekst/,/nekst/,a person or thing that is next,"One moment he wasn't there, the next he was.",next_uk.mp3,next_us.mp3,tiếp theo
3493,next to,preposition,a1,/ˈnekst tə/,/ˈnekst tə/,in or into a position right by somebody/something,We sat next to each other.,next to_uk.mp3,next to_us.mp3,bên cạnh
3494,nice,adjective,a1,/naɪs/,/naɪs/,pleasant or attractive,a nice day/smile/place,nice_uk.mp3,nice_us.mp3,tốt đẹp
3495,niche,noun,c1,/niːʃ/,/niːʃ/,"a comfortable or suitable role, job, way of life, etc.",He eventually found his niche in sports journalism.,niche_uk.mp3,niche_us.mp3,niche
3496,night,noun,a1,/naɪt/,/naɪt/,"the time between one day and the next when it is dark, when people usually sleep","at night, These animals only come out at night.",night_uk.mp3,night_us.mp3,đêm
3497,nightmare,noun,b2,/ˈnaɪtmeə(r)/,/ˈnaɪtmer/,a dream that is very frightening or unpleasant,He still has nightmares about the accident.,nightmare_uk.mp3,nightmare_us.mp3,ác mộng
