rank,word,part_of_speech,hanja,explanation,nikl_level,topik_level,meaning_vi
4438.0,소설가,명사,小說家,로 알려지다,중급,B,được biết đến như
,소설책,명사,,을 읽다,중급,,đọc
2218.0,소속01,명사,所屬,,,C,
3821.0,소수08,명사,少數,에 불과하다,중급,C,Nó chỉ là
2713.0,소스01,명사,,sauce; 를 뿌리다,중급,B,nước xốt; gieo hạt
9195.0,소시지,명사,,sausage; 를 먹다,중급,B,xúc xích; ăn
1079.0,소식04,명사,消息,을 듣다,초급,B,lắng nghe
21016.0,소아과,명사,小兒科,에서 진찰 받다,중급,C,nhận được một cuộc kiểm tra y tế từ
,소요02,명사,,소요 시간,중급,,thời gian thực hiện
5633.0,소요되다,동사,所要-,,,C,
4525.0,소용07,명사,所用,이 없다,중급,C,không có
8118.0,소용없다,형용사,所用-,아무 소용없다,중급,B,Chẳng ích gì
3876.0,소원04,명사,所願,을 빌다,중급,C,cầu nguyện cho
2598.0,소위06,부사,所謂,,,C,
1538.0,소유03,명사,所有,개인 소유,중급,C,sở hữu tư nhân
2966.0,소유자,명사,所有者,,,C,
4352.0,소유하다01,동사,所有-,,,C,
3043.0,소음06,명사,騷音,을 줄이다,중급,C,giảm bớt
1499.0,소재05,명사,素材,소재로 삼다,중급,C,sử dụng làm vật liệu
2772.0,소주05,명사,燒酒,를 마시다,초급,B,uống
1993.0,소중하다,형용사,所重-,친구가,초급,C,người bạn
7280.0,소중히,부사,所重-,소중히 여기다,중급,C,trân trọng
6084.0,소지품,명사,所持品,을 보관하다,중급,C,giữ
6260.0,소질03,명사,素質,,,C,
4073.0,소파06,명사,,sofa; 가구,초급,A,ghế sofa; nội thất
11884.0,소포01,명사,小包,우편,초급,B,thư
5121.0,소풍02,명사,逍風,을 가다,초급,A,đi tới
1307.0,소프트웨어,명사,,software,,C,phần mềm
4213.0,소형03,명사,小型,소형 자동차,중급,C,xe nhỏ
,소홀하다,형용사,,일에,중급,,tại nơi làm việc
5024.0,소홀히,부사,疏忽-,,,C,
4807.0,소화06,명사,消化,를 돕다,중급,C,giúp đỡ
,소화제01,명사,,약,초급,,khoảng
5634.0,소화하다01,동사,消化-,,,C,
60.0,속01,명사,,주머니 속,초급,A,trong túi của bạn
,속눈썹,명사,,이 길다,중급,,Cái này dài
,속다01,동사,,거짓말에,중급,,trong một lời nói dối
3481.0,속담,명사,俗談,을 인용하다,중급,C,trích dẫn
1072.0,속도01,명사,速度,가 빠르다,초급,B,nhanh
9645.0,속마음,명사,,을 털어 놓다,중급,C,Sự tự tin
5932.0,속삭이다,동사,,,,C,
8120.0,속상하다02,형용사,-傷-,마음이,중급,C,trái tim
5122.0,속옷,명사,,을 입다,초급,B,mặc
4074.0,속이다,동사,,친구를,중급,C,bạn
1436.0,속하다02,동사,屬-,모임에,중급,B,Tại một cuộc họp
185.0,손01,명사,,신체의 일부,초급,A,một phần của cơ thể
1273.0,손가락,명사,,신체,초급,A,thân hình
,손가방,명사,,을 들다,중급,,thang máy
5771.0,손길,명사,,을 내밀다,중급,C,nhô ra
,손끝,명사,,에 닿다,중급,,với tới
11888.0,손녀,명사,孫女,를 돌보다,초급,B,chăm sóc
902.0,손님,명사,,이 없다,초급,A,không có
6830.0,손등01,명사,,으로 닦다,중급,C,đánh bóng bằng
5123.0,손목,명사,,에 시계를 차다,중급,B,đeo đồng hồ
,손목시계,명사,,를 차다,중급,,đá
2773.0,손바닥,명사,,신체,초급,B,thân hình
5025.0,손발,명사,,이 저리다,중급,B,xoay cái này cái kia
8811.0,손뼉,명사,,을 치다,중급,B,đánh
8812.0,손수01,부사,,,,C,
8121.0,손수건,명사,-手巾,으로 닦다,초급,B,đánh bóng bằng
4620.0,손쉽다,형용사,,손쉽게 끝내다,중급,C,kết thúc dễ dàng
5124.0,손실,명사,損失,,,C,
3154.0,손자01,명사,孫子,를 돌보다,중급,B,chăm sóc
9647.0,손잡다,동사,,서로 손잡다,중급,C,chung tay
7281.0,손잡이,명사,,를 잡다,중급,B,nắm lấy
4707.0,손질,명사,,머리 손질,중급,C,chăm sóc tóc
4526.0,손질하다,동사,,,,C,
4708.0,손톱01,명사,,을 깎다,중급,B,cạo râu
3008.0,손해,명사,損害,를 입히다,중급,C,mặc
2553.0,솔직하다,형용사,率直-,성격이,중급,B,nhân cách
2445.0,솔직히,부사,率直-,솔직히 말하다,중급,B,nói một cách trung thực
6261.0,솜,명사,,,,C,
2339.0,솜씨,명사,,가 좋다,중급,C,nó tốt
3241.0,솟다01,동사,,물가가,중급,C,giá
,송별회,명사,,를 열다,중급,,mở
8122.0,송아지,명사,,를 키우다,중급,B,nâng lên
6085.0,송이01,명사,,가 맺히다; 꽃 한 ~,중급,B,chịu đựng ; Một bông hoa ~
8813.0,송편,명사,松-,음식,초급,B,đồ ăn
6086.0,쇠01,명사,,가 녹슬다,중급,C,đang rỉ sét
2181.0,쇠고기,명사,,를 굽다,중급,A,nướng
3822.0,쇼02,명사,,show; 를 보다,중급,B,trình diễn; nhìn thấy
9202.0,쇼핑,명사,,shopping; 을 가다,초급,A,mua sắm; đi tới
,쇼핑몰,명사,,을 운영하다,중급,,vận hành
,쇼핑센터,명사,,에서 사다,중급,,mua từ
7045.0,수02,명사,,방법,,C,phương pháp
6.0,수02,의존명사,,방법,,A,phương pháp
,수07,명사,,수요일,중급,,Thứ Tư
907.0,수26,명사,數,~를 세다; 숫자,초급,C,đếm; con số
4527.0,수건,명사,手巾,으로 닦다,초급,A,đánh bóng bằng
7816.0,수고01,명사,,를 하다,초급,C,LÀM
7046.0,수고하다01,동사,,,,B,
6441.0,수년02,명사,數年,이 흐르다,중급,B,dòng chảy này
,수다01,명사,,를 떨다,중급,,run rẩy
1274.0,수단01,명사,手段,이 좋다,중급,C,điều này tốt
,수도05,명사,,수도를 놓다,중급,,đặt vốn
1666.0,수도09,명사,首都,를 정하다,중급,C,quyết định
2931.0,수도권,명사,首都圈,에 거주하다,중급,C,sống ở
7283.0,수도꼭지,명사,水道-,를 잠그다,중급,C,khóa lại
8124.0,수돗물,명사,水道-,을 마시다,중급,B,uống
,수동적02,관형사,,수동적 자세,중급,,tư thế thụ động
5508.0,수동적02,명사,受動的,수동적 자세,중급,C,tư thế thụ động
,수량05,명사,,이 모자라다,중급,,Điều này là không đủ
,수리14,명사,,를 맡기다,중급,,để nó cho
,수리비,명사,,를 내다,중급,,dập tắt
10119.0,수리하다02,동사,修理-,,,C,
8126.0,수만,관형사,數萬,수만 원,중급,C,hàng chục nghìn won
,수만,수사,,수만 원,중급,,hàng chục nghìn won
1370.0,수많다,형용사,數-,수많은 사람,중급,B,đám mây
4075.0,수면07,명사,睡眠,을 방해하다,중급,C,can thiệp vào
,수면제,명사,,를 먹다,중급,,ăn
3937.0,수명05,명사,壽命,이 길다,중급,C,Cái này dài
4353.0,수박01,명사,,과일; 을 먹다,초급,A,hoa quả; ăn
4285.0,수백04,관형사,數百,수백 마리,중급,C,hàng trăm người trong số họ
,수백04,수사,,수백 마리,중급,,hàng trăm người trong số họ
,수사18,명사,,경찰 수가,중급,,số lượng cảnh sát
2575.0,수상09,명사,首相,으로 뽑히다,중급,B,được chọn
1922.0,수석02,명사,首席,,,C,
,수선13,명사,,을 맡기다,중급,,để nó cho
,수속01,명사,,을 밟다,중급,,bước lên
,수수께끼,명사,,를 풀다,중급,,gỡ rối
,수수료,명사,,를 내다,중급,,dập tắt
1722.0,수술05,명사,手術,을 받다,초급,B,nhận được
4914.0,수시로,부사,隨時-,수시로 열다,중급,C,mở thường xuyên
2714.0,수십,관형사,數十,수십 개,중급,C,hàng chục
,수십,수사,,수십 개,중급,,hàng chục
9208.0,수업03,명사,修業,,,C,
919.0,수업04,명사,授業,을 받다,초급,A,nhận được
3590.0,수없이,부사,數-,수없이 많다,중급,C,Có vô số
4134.0,수염04,명사,鬚髥,,,B,
2899.0,수영02,명사,水泳,을 배우다,초급,A,học hỏi
,수영복,명사,,을 입다,초급,,mặc
11896.0,수영장,명사,水泳場,에 다니다,초급,A,đi tới
1675.0,수요06,명사,需要,가 늘다,중급,C,tăng lên
7818.0,수요일,명사,水曜日,요일,초급,A,ngày trong tuần
,수용06,명사,,조건 수용,중급,,Chấp nhận điều kiện
2530.0,수입01,명사,收入,이 많다,중급,B,Có rất nhiều trong số này
1180.0,수입02,명사,輸入,수출,중급,B,xuất khẩu
8129.0,수입되다02,동사,輸入-,,,C,
8130.0,수입품02,명사,輸入品,수출품,중급,C,xuất khẩu
3877.0,수입하다02,동사,輸入-,,,B,
8438.0,수저01,명사,,를 놓다,초급,C,địa điểm
,수정09,명사,,계획 수정,중급,,thay đổi kế hoạch
522.0,수준,명사,水準,이 높다,중급,C,Cái này cao
5234.0,수집02,명사,蒐集,우표 수집,중급,C,bộ sưu tập tem
4135.0,수집하다02,동사,蒐集-,,,C,
4076.0,수천07,관형사,數千,수천 명,중급,C,hàng ngàn người
,수천07,수사,,수천 명,중급,,hàng ngàn người
,수첩01,명사,,에 쓰다,초급,,viết lên
1161.0,수출03,명사,輸出,수입,중급,B,nhập khẩu
6445.0,수출하다03,동사,輸出-,,,B,
6088.0,수컷,명사,,,,C,
3075.0,수표01,명사,手票,를 발행하다,중급,B,vấn đề
5235.0,수필04,명사,隨筆,,,C,
7049.0,수학03,명사,修學,,,B,
3823.0,수학05,명사,數學,을 가르치다,중급,B,dạy bảo
,수행02,명사,,업무 수행,중급,,Làm công việc của bạn
2358.0,수행하다02,동사,遂行-,,,C,
4808.0,수험생,명사,受驗生,,,C,
3417.0,수화기,명사,受話器,,,B,
9653.0,숙녀,명사,淑女,로 자라다,중급,C,phát triển thành
,숙박,명사,,숙박 시설,중급,,Chỗ ở
,숙박비,명사,,를 지불하다,중급,,chi trả
6446.0,숙소02,명사,宿所,에 머물다,중급,B,ở lại
2473.0,숙이다,동사,,고개를,중급,B,tra cứu
1627.0,숙제03,명사,宿題,를 하다,초급,A,LÀM
532.0,순간03,명사,瞬間,순간 놀라다,중급,B,ngạc nhiên một lúc
,순간적,관형사,,순간적 느낌,중급,,một cảm giác nhất thời
5637.0,순간적,명사,瞬間的,순간적 느낌,중급,C,một cảm giác nhất thời
,순두부찌개,명사,,음식,초급,,đồ ăn
1948.0,순서,명사,順序,를 매기다,초급,B,thứ hạng
3759.0,순수03,명사,純粹,,,C,
2237.0,순수하다02,형용사,純粹-,마음이,중급,B,trái tim
4528.0,순식간,명사,瞬息間,순식간에 사라지다,중급,C,biến mất trong giây lát
5774.0,순위,명사,順位,를 정하다,중급,C,quyết định
6627.0,순진하다01,형용사,純眞-,어린아이처럼,중급,C,như một đứa trẻ
9655.0,순하다02,형용사,順-,사람이,중급,C,người
7561.0,숟가락,명사,,을 들다,초급,A,thang máy
372.0,술01,명사,,~을 먹다; 을 마시다,초급,A,ăn; uống
854.0,술06,의존명사,,밥 한 ~,,A,Một bữa ăn~
7562.0,술병02,명사,-甁,을 비우다,중급,B,trống
8134.0,술자리,명사,,에 모이다,중급,B,tập hợp lại
5509.0,술잔,명사,-盞,을 돌리다,중급,B,xoay
2387.0,술집,명사,,에서 술을 마시다,초급,B,uống tại
1137.0,숨01,명사,,을 쉬다,중급,B,nghỉ ngơi
3192.0,숨기다,동사,,물건을,중급,C,chất liệu
2006.0,숨다01,동사,,산 속으로,중급,B,vào vùng núi
,숨소리,명사,,가 고르다,중급,,chọn
3009.0,숨지다,동사,,사고로,중급,C,tình cờ
1820.0,숫자,명사,數字,를 세다,초급,B,đếm
1038.0,숲01,명사,,이 우거지다,중급,B,Đây là tươi tốt
,쉬다02,동사,,목이,중급,,đau họng
992.0,쉬다03,동사,,그늘에서; 편안히 ~,초급,A,trong bóng râm; Thư giãn đi~
2388.0,쉬다04,동사,,숨을 ~,초급,B,Thở đi~
,쉰,관형사,,숫자,초급,,con số
27846.0,쉰,수사,,숫자,초급,A,con số
246.0,쉽다,형용사,,문제가,초급,A,vấn đề
,쉿,감탄사,,쉿! 조용히 해 봐,중급,,xì hơi! Hãy im lặng.
,슈퍼,명사,,에서 사다,중급,,mua từ
6447.0,슈퍼마켓,명사,,supermarket; 에서 사다,초급,A,siêu thị; mua từ
2900.0,스님,명사,,을 모시다,중급,B,phục vụ
,-스럽다,접사,,자랑스럽다,중급,,tôi tự hào
4078.0,스무,관형사,,숫자,초급,A,con số
,스무째,관형사,,스무째 날,중급,,ngày thứ 20
,스무째,명사,,스무째 날,중급,,ngày thứ 20
,스무째,수사,,스무째 날,중급,,ngày thứ 20
10126.0,스물,수사,,숫자,초급,A,con số
1340.0,스스로,명사,,나 스스로,초급,B,bản thân tôi
614.0,스스로,부사,,나 스스로,초급,B,bản thân tôi
2132.0,스승01,명사,,,,C,
6628.0,스웨터,명사,,sweater; 를 입다,초급,B,áo len; mặc
4354.0,스위치,명사,,switch; 를 켜다,중급,C,công tắc; bật lên
2599.0,스치다01,동사,,살짝 닿다; 옷깃이,중급,C,chạm nhẹ; Cổ áo
,스카프,명사,,를 매다,초급,,treo
,스커트,명사,,를 입다,중급,,mặc
17164.0,스케이트,명사,,skate; 를 신다,초급,B,trượt ván; mặc
9213.0,스케줄,명사,,schedule; 을 짜다,중급,B,lịch trình; dệt
9214.0,스키,명사,,ski; 를 신다,초급,A,trượt tuyết; mặc
10634.0,스키장,명사,場,ski; 에서 놀다,초급,B,trượt tuyết; chơi trong
1676.0,스타,명사,,star; 인기 스타,초급,B,ngôi sao; ngôi sao nổi tiếng
2238.0,스타일,명사,,style; 머리의,중급,B,phong cách; của cái đầu
,스타킹,명사,,을 신다,중급,,mặc
3646.0,스튜디오,명사,,studio; 녹음 스튜디오,중급,C,phòng thu; phòng thu âm
1486.0,스트레스,명사,,stress; 를 풀다,초급,A,nhấn mạnh; gỡ rối
,스파게티,명사,,음식,초급,,đồ ăn
1689.0,스포츠,명사,,sports; 스포츠 경기,초급,A,thể thao; cuộc thi thể thao
5511.0,슬그머니,부사,,,,C,
,슬리퍼,명사,,를 신다,중급,,mặc
5125.0,슬쩍,부사,,슬쩍 묻다,중급,C,hỏi nhẹ nhàng
7822.0,슬퍼하다,동사,,이별을,초급,B,tạm biệt
2284.0,슬프다,형용사,,마음이,초급,A,trái tim
2804.0,슬픔,명사,,에 잠기다,초급,B,đắm mình trong
1742.0,습관,명사,習慣,을 기르다,초급,B,nâng lên
7564.0,습기02,명사,濕氣,를 제거하다,중급,C,di dời
,습도,명사,,가 높다,중급,,cao
,습하다01,형용사,,공기가,중급,,không khí
4136.0,승객,명사,乘客,을 태우다,중급,C,đốt cháy
,승낙,명사,,을 받다,중급,,nhận được
2744.0,승리,명사,勝利,를 얻다,중급,C,lấy
6089.0,승리하다,동사,勝利-,,,C,
,승무원,명사,,비행기 승무원,중급,,tiếp viên hàng không
4079.0,승부03,명사,勝負,,,C,
2774.0,승용차,명사,乘用車,를 운전하다,중급,B,lái xe
3591.0,승진03,명사,昇進,승진 시험,중급,C,kỳ thi thăng cấp
,승차02,명사,,승차 거부,중급,,từ chối đi xe
,승차권,명사,,을 끊다,중급,,cúp máy
,승패02,명사,,를 가르다,중급,,chia
2657.0,시06,명사,市,서울시,초급,A,thành phố Seoul
,시10,명사,,몇 시/태어난 시,초급,,Giờ/giờ sinh
193.0,시10,의존명사,時,몇 시/태어난 시,초급,A,Giờ/giờ sinh
442.0,시13,명사,詩,를 읽다,중급,C,đọc
3760.0,시각03,명사,時刻,일출 시각,중급,C,thời gian mặt trời mọc
1264.0,시각04,명사,視角,여성의 시각,중급,C,góc nhìn của phụ nữ
99.0,시간04,명사,時間,이 걸리다,초급,A,lấy cái này
551.0,시간04,의존명사,時間,이 걸리다,초급,A,lấy cái này
,시간표,명사,,를 짜다,초급,,dệt
1677.0,시계01,명사,時計,,,A,
,시계02,명사,,시간,초급,,giờ
1539.0,시골,명사,,에 살다,초급,B,sống ở
7823.0,시금치,명사,,를 무치다,중급,C,đặt sang một bên
4080.0,시기04,명사,時期,등록 시기,중급,C,Khi nào cần đăng ký
579.0,시기05,명사,時機,,,C,
4809.0,시끄럽다,형용사,,소리가,초급,B,âm thanh
5126.0,시나리오,명사,,scenario,,C,kịch bản
2340.0,시내03,명사,市內,시외,초급,B,ngoài thị trấn
12628.0,시내버스,명사,市內,bus; 를 타다,중급,B,xe buýt; lái
,시다01,형용사,,맛이,초급,,nếm
,시달리다,동사,,업무에,중급,,đi làm
111.0,시대02,명사,時代,조선 시대,중급,B,Triều đại Joseon
10637.0,시대적,명사,時代的,,,C,
9658.0,시댁,명사,媤宅,에 가다,중급,C,đi tới
4530.0,시도07,명사,試圖,가 성공하다,중급,C,thành công
2446.0,시도하다03,동사,試圖-,,,B,
8822.0,시들다,동사,,꽃이,중급,C,hoa
8823.0,시디01,명사,,를 굽다; 콤팩트디스크,중급,C,nướng; đĩa compact
6267.0,시디롬,명사,,CD-ROM,,C,CD-ROM
,시력01,명사,,이 좋다,중급,,điều này tốt
1548.0,시리즈,명사,,series; 로 방영되다,중급,B,loạt; được phát sóng như
4001.0,시멘트,명사,,cement; 가 굳다,중급,C,xi măng; thật khó
611.0,시민,명사,市民,을 설득하다,초급,B,thuyết phục
9660.0,시부모,명사,媤父母,에게 효도하다,중급,B,hiếu thảo với
1027.0,시선03,명사,視線,이 마주치다,중급,C,gặp phải điều này
650.0,시설03,명사,施設,에 투자하다,중급,B,đầu tư vào
1641.0,시스템,명사,,system; 을 개선하다,중급,C,hệ thống; cải thiện
27910.0,시아버지,명사,媤-,를 모시다,중급,B,phục vụ
4915.0,시야03,명사,視野,를 가리다,중급,C,che phủ
3824.0,시어머니,명사,媤-,를 모시다,초급,B,phục vụ
9222.0,시외01,명사,市外,로 나가다,중급,B,đi ra ngoài
18933.0,시외버스,명사,市外,bus; 를 타다,중급,C,xe buýt; lái
1844.0,시원하다,형용사,,공기가,초급,A,không khí
1509.0,시월01,명사,十月,달(월),초급,A,tháng (tháng)
1463.0,시위04,명사,示威,,,C,
890.0,시인10,명사,詩人,여류 시인,중급,B,nữ nhà thơ
5935.0,시일04,명사,時日,이 걸리다,중급,C,lấy cái này
1454.0,시작01,명사,始作,끝,초급,A,kết thúc
573.0,시작되다01,동사,始作-,,,A,
131.0,시작하다01,동사,始作-,,,A,
5513.0,시장03,명사,市長,을 뽑다,중급,C,kéo ra
218.0,시장04,명사,市場,에 가다,초급,A,đi tới
559.0,시절01,명사,時節,어린 시절,중급,B,thời thơ ấu
2239.0,시점02,명사,時點,에 이르다,중급,C,với tới
3482.0,시중03,명사,市中,시중 가격,중급,C,giá thị trường
3938.0,시즌,명사,,season,,C,mùa
3825.0,시집01,명사,媤-,시집 식구,중급,B,gia đình chồng
4532.0,시집03,명사,詩集,을 읽다,중급,C,đọc
5638.0,시집가다,동사,媤-,부잣집에,중급,C,Đến một gia đình giàu có
5639.0,시청01,명사,市廳,시청 공무원,초급,B,quan chức tòa thị chính
,시청03,명사,,텔레비전 시청,중급,,xem tivi
5514.0,시청률,명사,視聽率,이 높다,중급,C,Cái này cao
2503.0,시청자,명사,視聽者,에게 전달하다,중급,B,truyền đạt tới
876.0,시키다01,동사,,일을,초급,B,công việc
5936.0,시합01,명사,試合,에서 이기다,중급,C,giành chiến thắng tại
,시행01,명사,,시행 예정,중급,,Dự kiến ​​thực hiện
639.0,시험03,명사,試驗,을 보다,초급,A,nhìn thấy
,시험지,명사,,를 채점하다,중급,,cấp
725.0,식04,의존명사,式,,,B,
1556.0,식구01,명사,食口,가족,초급,B,gia đình
8140.0,식기01,명사,食器,를 씻다,중급,C,rửa
3878.0,식다01,동사,,국이,초급,B,Guk-i
1393.0,식당,명사,食堂,에서 식사하다,초급,A,ăn ở
,식당가,명사,,에서 먹다,중급,,ăn ở
1907.0,식량03,명사,食糧,을 구하다,중급,C,cứu
10131.0,식료품,명사,食料品,을 사다,중급,C,mua
1444.0,식물02,명사,植物,을 기르다,중급,B,nâng lên
,식비02,명사,,를 내다,중급,,dập tắt
4711.0,식빵,명사,食-,을 먹다,초급,B,ăn
928.0,식사03,명사,食事,를 하다,초급,A,LÀM
,식사량,명사,,을 줄이다,중급,,giảm bớt
5777.0,식사하다02,동사,食事-,,,A,
6268.0,식생활,명사,食生活,,,C,
8444.0,식욕,명사,食慾,이 떨어지다,중급,C,rơi ra
2635.0,식용유,명사,食用油,에 튀기다,중급,B,té nước vào
,식중독,명사,,에 걸리다,중급,,bị cuốn vào
6091.0,식초,명사,食醋,를 넣다,초급,B,đưa vào
2932.0,식탁,명사,食卓,을 차리다,초급,A,cài đặt
1723.0,식품01,명사,食品,을 섭취하다,초급,B,nuốt vào
27929.0,식품점,명사,食品店,에서 사다,중급,C,mua từ
,식후02,명사,,식후 30분,중급,,30 phút sau bữa ăn
10132.0,식히다,동사,,차를,중급,C,trà
,신-15,접사,,신세계,중급,,thế giới mới
,신01,명사,,을 신다,중급,,mặc
2341.0,신02,명사,,~이 나다,중급,B,~ là tôi
1141.0,신09,명사,神,,,C,
1022.0,신경04,명사,神經,을 다치다,중급,C,đau
2687.0,신고01,명사,申告,분실물 신고,중급,B,Báo mất đồ
3320.0,신고하다01,동사,申告-,,,C,
4002.0,신규,명사,新規,,,C,
3939.0,신기하다01,형용사,神奇-,마술이,중급,C,ảo thuật
5237.0,신기하다04,형용사,新奇-,,,C,
,신나다,동사,,나들이에 ,중급,,Trong một chuyến đi chơi
4082.0,신념01,명사,信念,을 지키다,중급,C,bảo vệ
2715.0,신다,동사,,양말을,초급,A,Tất
,신라,고유 명사,新羅,,,C,
3156.0,신랑02,명사,新郞,신부,초급,B,cô dâu
,신뢰02,명사,,를 잃다,중급,,thua
,신맛,명사,,이 나다,중급,,Đây là tôi
513.0,신문10,명사,新聞,을 읽다,초급,A,đọc
5516.0,신문사,명사,新聞社,에 다니다,중급,B,đi tới
5127.0,신문지,명사,新聞紙,에 싸다,중급,B,quấn vào
2199.0,신발,명사,,을 신다,초급,A,mặc
7054.0,신부04,명사,神父,가톨릭,중급,C,công giáo
2285.0,신부10,명사,新婦,신랑,초급,B,chú rể
2133.0,신분02,명사,身分,에 맞다,중급,C,phù hợp
,신분증,명사,,을 확인하다,초급,,kiểm tra
5238.0,신비02,명사,神秘,우주의,중급,C,vũ trụ
8826.0,신사16,명사,紳士,숙녀,중급,C,quý cô
,신상품,명사,,을 내놓다,중급,,dập tắt
2658.0,신선하다03,형용사,新鮮-,과일이,초급,B,hoa quả
5239.0,신설03,명사,新設,,,C,
4355.0,신세02,명사,,~를 망치다,중급,C,hủy hoại ~
4810.0,신세대,명사,新世代,신세대 문화,중급,C,văn hóa thế hệ mới
5939.0,신속하다02,형용사,迅速-,,,C,
,신앙,명사,,이 깊다,중급,,Cái này sâu
2266.0,신용01,명사,信用,을 잃다,중급,B,thua
4214.0,신인07,명사,新人,,,C,
,신입03,명사,,신입 사원,중급,,nhân viên mới
4083.0,신입생,명사,新入生,을 모집하다,중급,B,tuyển dụng
5940.0,신제품,명사,新製品,이 나오다,중급,C,đi ra ngoài
,신중04,명사,,을 기하다,중급,,hy vọng cho
5941.0,신중하다,형용사,愼重-,,,C,
2359.0,신청01,명사,申請,을 받다,초급,B,nhận được
7828.0,신청서,명사,申請書,를 접수하다,중급,C,chấp nhận
4003.0,신청하다01,동사,申請-,,,C,
1209.0,신체02,명사,身體,가 튼튼하다,중급,B,mạnh mẽ
,신체적,관형사,,신체적 기능,중급,,chức năng vật lý
9666.0,신체적,명사,身體的,신체적 기능,중급,C,chức năng vật lý
2868.0,신호01,명사,信號,를 기다리다,초급,B,chờ đợi
6269.0,신호등,명사,信號燈,을 기다리다,초급,B,chờ đợi
,신혼04,명사,,신혼 생활,중급,,cuộc sống mới cưới
8828.0,신혼부부,명사,新婚夫婦,예비 신혼부부,중급,B,cặp vợ chồng mới cưới tương lai
6270.0,신혼여행,명사,新婚旅行,을 떠나다,초급,B,rời khỏi
1575.0,신화04,명사,神話,단군 신화,중급,C,Huyền thoại Dangun
1520.0,싣다01,동사,,짐을,초급,B,chúng ta
6271.0,실01,명사,,~을 감다; 로 묶다,중급,C,gió lên; buộc với
5240.0,실감,명사,實感,이 나다,중급,C,Đây là tôi
2343.0,실내,명사,室內,로 들어가다,중급,B,đi vào
3193.0,실력02,명사,實力,이 뛰어나다,중급,B,Điều này thật nổi bật
7291.0,실례01,명사,失禮,가 되다,초급,A,trở nên
,실례02,명사,,를 들다,중급,,thang máy
17194.0,실례하다,동사,失禮-,,,A,
2360.0,실로01,부사,實-,,,C,
2007.0,실리다01,동사,,'싣다'의 피동사; 배에,중급,C,Động từ thụ động của 'tải'; trên thuyền
5241.0,실망02,명사,失望,이 크다,중급,C,Cái này lớn
5372.0,실망하다02,동사,失望-,,,C,
1540.0,실수01,명사,失手,를 하다,초급,B,LÀM
9670.0,실수하다,동사,失手-,,,B,
3157.0,실습,명사,實習,을 나가다,중급,C,đi ra ngoài
1870.0,실시03,명사,實施,훈련 실시,중급,C,tiến hành đào tạo
2134.0,실시되다,동사,實施-,,,C,
771.0,실시하다03,동사,實施-,,,C,
,실업01,명사,,실업 위기,중급,,khủng hoảng thất nghiệp
,실용적,관형사,,실용적 기술,중급,,kỹ năng thực hành
,실용적,명사,,실용적 기술,중급,,kỹ năng thực hành
4004.0,실은,부사,實-,실은 그렇지 않다,중급,C,Thực ra thì không phải như vậy.
4288.0,실장,명사,室長,으로 승진하다,중급,C,quảng bá tới
2162.0,실정04,명사,實情,,,C,
1809.0,실제02,명사,實際,실제 일어나다,중급,B,thực sự xảy ra
3647.0,실제02,부사,實際,실제 일어나다,중급,C,thực sự xảy ra
855.0,실제로,부사,實際-,실제로 일어나다,중급,C,thực sự xảy ra
,실종,명사,,실종 사건,중급,,trường hợp người mất tích
3761.0,실질적,명사,實質的,,,C,
943.0,실천01,명사,實踐,에 옮기다,중급,C,di chuyển đến
1894.0,실천하다01,동사,實踐-,,,C,
2504.0,실체02,명사,實體,를 보다,중급,C,nhìn thấy
5128.0,실컷,부사,,실컷 놀다,중급,C,chơi theo nội dung trái tim của bạn
3076.0,실태02,명사,實態,,,C,
3242.0,실패02,명사,失敗,성공,초급,B,thành công
2933.0,실패하다01,동사,失敗-,,,B,
1908.0,실험,명사,實驗,을 하다,중급,C,LÀM
3537.0,실현,명사,實現,꿈의 실현,중급,C,giấc mơ thành hiện thực
4917.0,실현되다,동사,實現-,,,C,
3694.0,실현하다,동사,實現-,,,C,
776.0,싫다01,형용사,,일이,초급,A,công việc
10136.0,싫어지다,동사,,,,B,
2636.0,싫어하다,동사,,몹시 싫어하다,초급,A,không thích
,싫증,명사,,이 나다,중급,,Đây là tôi
,-심09,접사,,배려심,중급,,xem xét
1073.0,심각하다02,형용사,深刻-,문제가,중급,B,vấn đề
9231.0,심각해지다,동사,深刻-,,,C,
1333.0,심다01,동사,,나무를,초급,B,cây
2416.0,심리01,명사,心理,를 나타내다,중급,B,biểu thị
,심리적,관형사,,심리적 변화,중급,,thay đổi tâm lý
6451.0,심리적,명사,心理的,심리적 변화,중급,C,thay đổi tâm lý
6095.0,심부름,명사,,을 보내다,중급,B,gửi
3484.0,심사08,명사,審査,를 받다,중급,C,nhận được
6634.0,심심하다01,형용사,,지루하고 심심하다; 지루하다,초급,C,nhàm chán và nhàm chán; nhạt nhẽo
2042.0,심장02,명사,心臟,이 뛰다,중급,C,lần chạy này
2417.0,심정01,명사,心情,이 답답하다,중급,C,Điều này thật khó chịu
,심지어,부사,,심지어 ~까지도,중급,,thậm chí đến
4005.0,심판02,명사,審判,법의 심판,중급,C,phán quyết của pháp luật
761.0,심하다,형용사,甚-,장난이,초급,B,vui tươi
5373.0,심해지다,동사,甚-,,,B,
,십,관형사,,숫자,초급,,con số
24036.0,십,수사,十,숫자,초급,A,con số
,십만,관형사,,숫자,초급,,con số
,십만,수사,,숫자,초급,,con số
