"expression","reading","meaning","tags","guid","meaning_vi"
"政治","せいじ","politics","Genki Genki_Ln.1 Genki_Ln.12 Intermediate_Japanese_Ln.3 JLPT JLPT_N4","LbbPDli%;(","chính trị"
"市民","しみん","citizen","JLPT JLPT_N4","KnKdz8[G7<","công dân"
"ファックス","ファックス","fax","JLPT JLPT_N4","sG]9/N[j*>","fax"
"負ける","まける","to lose (a game) (v.i.), to be defeated","Intermediate_Japanese_Ln.7 JLPT JLPT_N4","t-t/Tk%(SS","thua (một trò chơi) (v.i.), bị đánh bại"
"指輪","ゆびわ","(finger) ring","Genki Genki_Ln.14 JLPT JLPT_N4","By9Xq1v4J{","(ngón tay) nhẫn"
"田舎","いなか","rural, countryside","JLPT JLPT_N4","qO;XWK^*$*","nông thôn, nông thôn"
"見つける","みつける","to discover, to find (v.t.)","Genki Genki_Ln.21 JLPT JLPT_N4","JSBDi~:Uul","khám phá, tìm thấy (v.t.)"
"高校生","こうこうせい","high school student","Genki Genki_Ln.1 JLPT JLPT_N4","s|lGtGG1fi","học sinh trung học"
"講義","こうぎ","a lecture","Intermediate_Japanese_Ln.5 JLPT JLPT_N4","q(32?ls(B3","một bài giảng"
"そんなに","そんなに","so much, like that","JLPT JLPT_N4","pG^h}ycj3(","nhiều lắm, như thế"
"昼休み","ひるやすみ","lunch break, noon recess","JLPT JLPT_N4","lFVXC$-X%0","nghỉ trưa, nghỉ trưa"
"忘れ物","わすれもの","lost article, something forgotten","JLPT JLPT_N4","c>u.i{BBMW","bài viết bị mất, một cái gì đó bị lãng quên"
"下りる","おりる","to get down, to go; come down","JLPT JLPT_N4","d9,VKd=RU=","xuống, đi; đi xuống"
"腕","うで","arm (in reference to body)","Intermediate_Japanese_Ln.7 JLPT JLPT_N4","AiW}:.4@ze","cánh tay (liên quan đến cơ thể)"
"訳","わけ","reason; explanation","JLPT JLPT_N4","usS4^zwn[>","lý do; lời giải thích"
"承知","しょうちする","consent, acceptance","JLPT JLPT_N4","H:BcaGHLGe","sự đồng ý, chấp nhận"
"日記","にっき","diary, journal","Genki Genki_Ln.18 JLPT JLPT_N4","BMMWqQZ#[,","nhật ký, tạp chí"
"高校; 高等学校","こうこう; こうとうがっこう","high school; senior high school","JLPT JLPT_N4","KKBE9#o7:F","trung học; trường trung học phổ thông"
"似る","にる","to resemble, to be similar","JLPT JLPT_N4","i`_a~no4G!","giống, giống nhau"
"～おわる","～おわる","to finish doing ~","JLPT JLPT_N4","qwf(Try}@4","làm xong ~"
"暖房","だんぼう","heating","JLPT JLPT_N4","dvn`p4e0P6","sưởi ấm"
"留守","るす","absence; not at home","Genki Genki_Ln.21 JLPT JLPT_N4","BK(gHI]ze3","vắng mặt; không ở nhà"
"割合","わりあい","rate, ratio, percentage","JLPT JLPT_N4","vGMwhqQc%{","tỉ lệ, tỉ lệ, tỷ lệ"
"寺","てら","Buddhist temple","JLPT JLPT_N4","Hiagec7p~[","chùa phật giáo"
"慣れる","なれる","to grow accustomed to","JLPT JLPT_N4","m30?cbGY7<","để dần quen với"
"普通","ふつう","common; usual","Intermediate_Japanese_Ln.2 Intermediate_Japanese_Ln.3 JLPT JLPT_N4","s:f#izD=u2","chung; thường"
"手伝う","てつだう","to help","JLPT JLPT_N4","s_Pi8jG!6%","để giúp đỡ"
"なるほど","なるほど","I see; I now understand","Intermediate_Japanese_Ln.6 JLPT JLPT_N4","b:e%Ujd8JZ","Tôi hiểu rồi; Bây giờ tôi đã hiểu"
"くださる","くださる","(hon.) to give, to confer","JLPT JLPT_N4","sPmqOCO=cT","(hon.) trao, trao cho"
"息子","むすこ","(humble) son","JLPT JLPT_N4","xE%1d@q~=0","(khiêm tốn) con trai"
"お子さん","おこさん","(someone else's) child (polite)","Genki Genki_Ln.19 JLPT JLPT_N4","JfH~5*U.a_","con (của người khác) (lịch sự)"
"会場","かいじょう","venue, meeting place","JLPT JLPT_N4","rYhMPU9-hG","địa điểm, nơi gặp gỡ"
"笑う","わらう","to laugh, to smile","JLPT JLPT_N4","y~ow$kbx8M","cười, cười"
"運ぶ","はこぶ","to transport, to carry","Genki Genki_Ln.22 Intermediate_Japanese_Ln.6 JLPT JLPT_N4","v9DX2R5H-S","vận chuyển, mang theo"
"文学","ぶんがく","literature","Genki Genki_Ln.1 Intermediate_Japanese_Ln.3 JLPT JLPT_N4","lUX,?(3;D]","văn học"
"光","ひかり","light","JLPT JLPT_N4","qZgkVt9uh<","light"
"お見舞い","おみまい","calling on someone who is ill, visit","JLPT JLPT_N4","vi}b>#%^FD","calling on someone who is ill, visit"
"席","せき","a seat","Intermediate_Japanese_Ln.7 JLPT JLPT_N4","frRhF)UU}W","a seat"
"～様","～さま","Mr., Mrs., Ms.","JLPT JLPT_N4","JidByAlQoq","Mr., Mrs., Ms."
"ご存じ","ごぞんじ","knowing, acquaintance","JLPT JLPT_N4","k8%o+}YbEd","knowing, acquaintance"
"下る","さがる","to descend, to drop, to fall","JLPT JLPT_N4","oX|5UGkIW2","to descend, to drop, to fall"
"字","じ","letter; character","Genki Genki_Ln.20 JLPT JLPT_N4","paD_A<.{(!","letter; character"
"アジア","アジア","Asia","JLPT JLPT_N4","Q{IM`lB,o7","Asia"
"褒める","ほめる","to praise; to say nice things","Genki Genki_Ln.21 JLPT JLPT_N4","!.H?[6|B.","to praise; to say nice things"
"空く","すく","to be empty (in reference to people), to be less crowded","JLPT JLPT_N4","fg<?z[S^C:","to be empty (in reference to people), to be less crowded"
"あ","あ","Ah","JLPT JLPT_N4","qc]3W&Jc<m","Ah"
"最も","もっとも","most","JLPT JLPT_N4","TJ2Lm-F`{","most"
"合う","あう","to fit, to match","JLPT JLPT_N4","OAIc&<q]o$","to fit, to match"
"～代","～だい","~ age; period","JLPT JLPT_N4","y4r%$Sls[D","~ age; period"
"最後","さいご","last, end","JLPT JLPT_N4","P^V7$JoB=L","last, end"
"値段","ねだん","price","JLPT JLPT_N4","E3[j8aN}XJ","price"
"退院","たいいんする","leaving hospital","JLPT JLPT_N4","E-^*b8-xhX","leaving hospital"
"展覧会","てんらんかい","exhibition","JLPT JLPT_N4","PN~#oqMNRx","exhibition"
"久しぶり","ひさしぶり","it has been a long time; for the first time in a long time","Genki Genki_Ln.11 Intermediate_Japanese_Ln.4 JLPT JLPT_N4","J`#Y!H,,<%","it has been a long time; for the first time in a long time"
"カーテン","カーテン","curtain","Genki Genki_Ln.18 JLPT JLPT_N4","NFW!?qkYyo","curtain"
"汽車","きしゃ","train (steam)","JLPT JLPT_N4","KH0a_3!CiN","train (steam)"
"遅れる","おくれる","to (be) become late","Genki Genki_Ln.19 Intermediate_Japanese_Ln.2 JLPT JLPT_N4","rDxLnq^]Ph","to (be) become late"
"見つかる","みつかる","to be found (v.i.), to be discovered","JLPT JLPT_N4","b>m8LlfHOm","to be found (v.i.), to be discovered"
"召し上がる","めしあがる","-- honorific form of 食べる (たべる) and 飲む (のむ) --","Genki Genki_Ln.19 Intermediate_Japanese_Ln.6 JLPT JLPT_N4","Fa=r1a7`zE","-- honorific form of 食べる (たべる) and 飲む (のむ) --"
"太る","ふとる","to gain weight","Genki Genki_Ln.7 JLPT JLPT_N4","BN&?E=z3*H","to gain weight"
"注射","ちゅうしゃ","injection","JLPT JLPT_N4","lG`+>+=?Os","injection"
"様","よう","way, manner, kind","JLPT JLPT_N4","t[MNQO-W6","way, manner, kind"
"～おき","～おき","after every ~","JLPT JLPT_N4","ISv;l<*PQR","after every ~"
"最初","さいしょ","beginning, first","JLPT JLPT_N4","uJfgbAk&PM","beginning, first"
"御～","ご～","honorable ~","JLPT JLPT_N4","b?YXE$9w]A","honorable ~"
"安心","あんしん","peace of mind, relief","JLPT JLPT_N4","C^vt]hY6vW","peace of mind, relief"
"直る","なおる","to be fixed","JLPT JLPT_N4","wOi%P<vl?O","to be fixed"
"集める","あつめる","to collect, to gather (v.t.), to assemble","Genki Genki_Ln.16 Intermediate_Japanese_Ln.7 JLPT JLPT_N4","OW4zN$vq<h","to collect, to gather (v.t.), to assemble"
"直す","なおす","to correct (v.t.); to fix","Genki Genki_Ln.16 JLPT JLPT_N4","g9g}aXNY+w","to correct (v.t.); to fix"
"続く","つづく","to be continued","JLPT JLPT_N4","I,82^s2,ha","to be continued"
"先輩","せんぱい","senior members of a group","Genki Genki_Ln.22 JLPT JLPT_N4","iQ7T^oqMw-","senior members of a group"
"約束","やくそく","arrangement, appointment, promise","Genki Genki_Ln.13 JLPT JLPT_N4","gG#1gGEk5+","arrangement, appointment, promise"
"世話","せわする","looking after; to look after","JLPT JLPT_N4","u{y[j%Z9W2","looking after; to look after"
"近所","きんじょ","neighborhood","JLPT JLPT_N4","hCRlD3m.g(","neighborhood"
"将来","しょうらい","(in the) future; prospects","Genki Genki_Ln.11 Intermediate_Japanese_Ln.5 JLPT JLPT_N4","y@QKAOSu|U","(in the) future; prospects"
"億","おく","hundred million","JLPT JLPT_N4","iX-FN@Kj?p","hundred million"
"数学","すうがく","mathematics","JLPT JLPT_N4","EO5o6*tgn9","mathematics"
"文化","ぶんか","culture","Genki Genki_Ln.19 JLPT JLPT_N4","z%ky|Q={QQ","culture"
"払う","はらう","to pay","Genki Genki_Ln.10 Intermediate_Japanese_Ln.3 JLPT JLPT_N4","i~kIT)jn~k","to pay"
"習慣","しゅうかん","custom (in reference to culture)","JLPT JLPT_N4","v)1shr#hf=","custom (in reference to culture)"
"焼ける","やける","to burn, to be roasted","JLPT JLPT_N4","ws>!BOMOtu","to burn, to be roasted"
"君","きみ","you (informal for men)","JLPT JLPT_N4","P|5<lpF.:2","you (informal for men)"
"冷える","ひえる","to grow cold, to cool down","JLPT JLPT_N4","np-S*rxEi@","to grow cold, to cool down"
"点く","つく","to be started, to be switched on","JLPT JLPT_N4","s+|BHBlyTh","to be started, to be switched on"
"この間","このあいだ","the other day, recently","Genki Genki_Ln.16 JLPT JLPT_N4","c(L)|Hc$oD","the other day, recently"
"格好","かっこう","appearance, manner, shape, form, posture","JLPT JLPT_N4","j4zgBW-)uI","dáng vẻ, dáng vẻ, dáng vẻ, dáng vẻ, tư thế"
"かまう","","to mind, to care about, to be concerned about","JLPT JLPT_N4","l%US3Ov|)s","quan tâm đến, quan tâm đến, quan tâm đến"
"続ける","つづける","to continue, to keep up","Genki Genki_Ln.21 JLPT JLPT_N4","Dmf=K4sY#J","tiếp tục, để theo kịp"
"落す","おとす","to drop, to lose","JLPT JLPT_N4","p0#ZhzpH-}","đánh rơi, đánh mất"
"明日","あす","tomorrow","JLPT JLPT_N4","ITR}TzQQ.H","Ngày mai"
"出発","しゅっぱつする","departure","JLPT JLPT_N4","hH4(GI}wN&","sự khởi hành"
"拝見","はいけんする","(humble) (polite) seeing, look at","JLPT JLPT_N4","udBE2Kt)`=","(khiêm tốn) (lịch sự) nhìn, nhìn vào"
"割れる","われる","to break","JLPT JLPT_N4","G?t1hbgS`?","phá vỡ"
"背中","せなか","back (of body)","JLPT JLPT_N4","hg%3^*8ICS","lưng (của cơ thể)"
"新聞社","しんぶんしゃ","newspaper company","JLPT JLPT_N4","m^QI_$65r>","công ty báo chí"
"いじめる","いじめる","to bully, to torment","Genki Genki_Ln.21 JLPT JLPT_N4","gd&LFipme&","bắt nạt, hành hạ"
"回る、回す","まわる、まわす","to go around, to revolve","JLPT JLPT_N4","OXe]%sDun3","đi vòng quanh, quay vòng"
"～君","～くん","Mr. (junior) ~, master ~","JLPT JLPT_N4","yqGP#fHaRj","Ông (đàn em) ~, chủ nhân ~"
"おっしゃる","おっしゃる","-- honorific expression for いう --","Genki Genki_Ln.19 JLPT JLPT_N4","Bv6:t/{x_6","-- cách biểu thị kính trọng đối với いう --"
"眠い","ねむい","sleepy, drowsy","Genki Genki_Ln.10 JLPT JLPT_N4","g1)0|I<ucL","buồn ngủ, buồn ngủ"
"濡れる","ぬれる","to get wet","JLPT JLPT_N4","n,@-PdsLi~","bị ướt"
"倒れる","たおれる","to collapse, to break down","JLPT JLPT_N4","k|Od:&*w$$","sụp đổ, phá vỡ"
"スーパー (マーケット)","スーパー (マーケット)","supermarket","JLPT JLPT_N4","DH3_3RD/FB","siêu thị"
"アクセサリー","アクセサリー","accessory","JLPT JLPT_N4","qvO-&Z#/h","phụ kiện"
"考える","かんがえる","to think (about); to consider","Genki Genki_Ln.18 JLPT JLPT_N4","M,WdgwY$__","suy nghĩ (về); để xem xét"
"向かう","むかう","to face, to go towards","JLPT JLPT_N4","sLFa<Dk5BC","đối mặt, đi về phía"
"自由","じゆう","freedom","Genki Genki_Ln.22 JLPT JLPT_N4","lFnDZou.7G","tự do"
"仕方","しかた","way (of doing something)","JLPT JLPT_N4","AM]yYl5eIO","cách (làm điều gì đó)"
"首","くび","neck","JLPT JLPT_N4","JPecz-JR}]","cổ"
"程","ほど","degree, extent","JLPT JLPT_N4","p%bF6rAi^7","mức độ, mức độ"
"代わり","かわり","substitute, replacement","JLPT JLPT_N4","rZ#&qP#LLe","thay thế, thay thế"
"失敗","しっぱい","failure, mistake","JLPT JLPT_N4","KT@^}h^l+<","thất bại, sai lầm"
"工業","こうぎょう","(manufacturing) industry","JLPT JLPT_N4","kLOeCV|5Ly","(sản xuất) ngành công nghiệp"
"移る","うつる","to move (from a house); to transfer (from a department); to shift","JLPT JLPT_N4","EwBssfbpE#","di chuyển (từ một ngôi nhà); chuyển (từ một bộ phận); thay đổi"
"スーツケース","スーツケース","suitcase","JLPT JLPT_N4","z<X.?7YIM*","va li"
"ひげ","ひげ","beard","Genki Genki_Ln.17 JLPT JLPT_N4","OC&/lk8Sbt","râu"
"研究室","けんきゅうしつ","the professor's office; laboratory","Intermediate_Japanese_Ln.3 JLPT JLPT_N4","C=g-AqnF6#","văn phòng giáo sư; phòng thí nghiệm"
"工場","こうじょう","factory","Genki Genki_Ln.21 Intermediate_Japanese_Ln.15 JLPT JLPT_N4","zB*.:-`=4j","nhà máy"
"紹介","しょうかい","an introduction","JLPT JLPT_N4","dT=BbRaUvW","lời giới thiệu"
"けれど; けれども","けれど; けれども","but, although","JLPT JLPT_N4","mDzGR2QZWc","nhưng, mặc dù"
"舟","ふね","ship, boat","JLPT JLPT_N4","B,m2(2B05a","tàu, thuyền"
"動く","うごく","to move","JLPT JLPT_N4","F~}14d`>!6","di chuyển"
"～(に) ついて","～(に) ついて","about, concerning","JLPT JLPT_N4","s~K|,g+o=(","về, liên quan đến"
"コンサート","コンサート","concert","Genki Genki_Ln.9 JLPT JLPT_N4","c-Fil]C?m3","buổi hòa nhạc"
"虫","むし","insect","JLPT JLPT_N4","gn!@amuoHx","côn trùng"
"優しい","やさしい","kind (person), gentle (person), easy (problem)","Genki Genki_Ln.5 JLPT JLPT_N4","gfbdYDbw~Y","tốt bụng (người), dịu dàng (người), dễ dàng (vấn đề)"
"コンピュータ; コンピューター","コンピュータ; コンピューター","computer","JLPT JLPT_N4","i=KlAInS10","máy tính"
"植える","うえる","to plant","JLPT JLPT_N4","M>_C}7!LEs","trồng"
"両方","りょうほう","both sides, both parties","JLPT JLPT_N4","w+8nx7:F3*","cả hai bên, cả hai bên"
"汚れる","よごれる","to become dirty","JLPT JLPT_N4","yxTJ>uc(`r","trở nên bẩn thỉu"
"水泳","すいえい","swimming","JLPT JLPT_N4","p8o.J&l.y:","bơi lội"
"経験","けいけんする","experience","JLPT JLPT_N4","f+zL`Y7buD","kinh nghiệm"
"勝つ","かつ","to win","JLPT JLPT_N4","vi?&`a{.eH","để giành chiến thắng"
"砂","すな","sand","JLPT JLPT_N4","v^,Hr#Vg!e","cát"
"警察","けいさつ","police; police station","Genki Genki_Ln.21 JLPT JLPT_N4","Cqbq5lE;g6","cảnh sát; đồn cảnh sát"
"取り替える","とりかえる","to exchange, to replace","JLPT JLPT_N4","fAPL%{p!|p","trao đổi, thay thế"
"急ぐ","いそぐ","to hurry, to be in a hurry, to rush","Genki Genki_Ln.6 Intermediate_Japanese_Ln.2 JLPT JLPT_N4","C+o)~b82kd","vội vàng, vội vàng, vội vã"
"簡単","かんたん","simple","JLPT JLPT_N4","oG^L}3iGdF","đơn giản"
"参る","まいる","humble expression for 行く and 来る","Genki Genki_Ln.20 Intermediate_Japanese_Ln.6 JLPT JLPT_N4","dY_fG(MyTI","cách diễn đạt khiêm tốn cho 行く và 来る"
"全然","ぜんぜん","not at all; wholly, entirely","JLPT JLPT_N4","iJGs=<smMr","không có gì; toàn bộ, hoàn toàn"
"特別","とくべつ","special","JLPT JLPT_N4","w*:rZ|MXHf","đặc biệt"
"復習","ふくしゅう","review (of lessons), revision","JLPT JLPT_N4","O40vK?08(g","xem lại (bài học), ôn lại"
"間に合う","まにあう","to be in time for","JLPT JLPT_N4","l3xWb^IMb","đến kịp lúc"
"役に立つ","やくにたつ","to be helpful, to be useful","Intermediate_Japanese_Ln.4 JLPT JLPT_N4","Bodoj{2=?#","trở nên hữu ích, có ích"
"もうすぐ","もうすぐ","very soon; in a few moments; days","Genki Genki_Ln.12 JLPT JLPT_N4","cr{2h{c->","rất sớm; trong chốc lát; ngày"
"真中","まんなか","middle, center","JLPT JLPT_N4","R5Bu:`G<@","ở giữa, trung tâm"
"戻る","もどる","to return (v.i.); to come back","Genki Genki_Ln.20 Intermediate_Japanese_Ln.8 JLPT JLPT_N4","g9-rOAl2<k","trở lại (v.i.); quay lại"
"研究","けんきゅう","study, research, investigation","JLPT JLPT_N4","r,JjBHrK!8","nghiên cứu, nghiên cứu, điều tra"
"ケーキ","ケーキ","cake","Genki Genki_Ln.13 JLPT JLPT_N4","iADgmRoi>q","bánh ngọt"
"草","くさ","grass","JLPT JLPT_N4","CRSs:E15FF","cỏ"
"込む","こむ","to be crowded","JLPT JLPT_N4","C3zU]</XPv","trở nên đông đúc"
"この頃","このごろ","these days, nowadays","Genki Genki_Ln.10 JLPT JLPT_N4","F2eeT8$KYX","ngày nay, ngày nay"
"訪ねる","たずねる","to visit","JLPT JLPT_N4","l{^{>8a$f>","đến thăm"
"下げる","さげる","to lower (v.t.); to hang","Intermediate_Japanese_Ln.2 JLPT JLPT_N4","mC:cy`3AnB","hạ thấp (v.t.); treo"
"花見","はなみ","cherry-blossom viewing","JLPT JLPT_N4","ulvW_e[_zQ","ngắm hoa anh đào"
"途中","とちゅう","on the way, midway","JLPT JLPT_N4","qP[3T,bvTy","trên đường, giữa chừng"
"入院","にゅういんする","hospitalization","JLPT JLPT_N4","iB?^g:!ksb","nhập viện"
"乗り換える","のりかえる","to transfer (trains), to change (bus, train, etc.)","JLPT JLPT_N4","Fu#~2.ajY<","chuyển (xe lửa), thay đổi (xe buýt, xe lửa, v.v.)"
"別れる","わかれる","to part from, to separate","JLPT JLPT_N4","ova[fXA&]m","chia tay, tách ra"
"～町","～ちょう","the town of ~","JLPT JLPT_N4","mf84}],`T,","thị trấn ~"
"安全","あんぜん","safety, security","JLPT JLPT_N4","x>KuTt~>`B","sự an toàn, an ninh"
"看護婦","かんごふ","(female) nurse","JLPT JLPT_N4","Mvt??7-[{v","(nữ) y tá"
"見物","けんぶつ","sightseeing","JLPT JLPT_N4","z/6V9+.-]v","tham quan"
"相談","そうだんする","consultation","JLPT JLPT_N4","h,~$1#Tmi]","tư vấn"
"ガソリンスタンド","ガソリンスタンド","gas station, service station","JLPT JLPT_N4","NoACr|m()D","trạm xăng, trạm dịch vụ"
"テニス","テニス","tennis","Genki Genki_Ln.3 JLPT JLPT_N4","Bm|4X!fT~f","quần vợt"
"眠る","ねむる","to sleep","JLPT JLPT_N4","H2kKiMD`}M","đi ngủ"
"上がる","あがる","to rise, to go up","JLPT JLPT_N4","cvVez@U$xD","tăng lên, đi lên"
"翻訳","ほんやく","translation","Intermediate_Japanese_Ln.8 JLPT JLPT_N4","q5u{4?O6M1","dịch thuật"
"食事","しょくじする","meal","JLPT JLPT_N4","K<!4=Wx(&)","bữa ăn"
"お陰","おかげ","thanks or owing to","JLPT JLPT_N4","y:GH2MLVp!","nhờ hoặc nhờ"
"娘","むすめ","daughter (humble)","JLPT JLPT_N4","D>Uc.0t(Pv","con gái (khiêm tốn)"
"湯","ゆ","hot water","JLPT JLPT_N4","qZk(zY%Dgg","nước nóng"
"競争","きょうそう","competition, contest","JLPT JLPT_N4","G%KC6%zs?X","cuộc thi, cuộc thi"
"会議","かいぎ","business meeting; conference","Genki Genki_Ln.21 JLPT JLPT_N4","O^:<Y%-[JT","cuộc họp kinh doanh; hội nghị"
"湖","みずうみ","lake","Genki Genki_Ln.11 Intermediate_Japanese_Ln.4 JLPT JLPT_N4","pP3.DL~IX-","hồ"
"集まる","あつまる","to gather (v.i.), to collect","Intermediate_Japanese_Ln.7 JLPT JLPT_N4","dj|VykRm7g","thu thập (v.i.), thu thập"
"～にくい","～にくい","difficult to do ~","JLPT JLPT_N4","m7`CbDBUYU","khó thực hiện ~"
"生活","せいかつする","living, life; to live","JLPT JLPT_N4","w`Fz_<nW/g","sống, cuộc sống; sống"
"糸","いと","thread","JLPT JLPT_N4","IpR-(E.>}{","chủ đề"
"関係","かんけい","relation(ship), connection","JLPT JLPT_N4","A95yiv24#q","mối quan hệ (tàu), kết nối"
"ピアノ","ピアノ","piano","Genki Genki_Ln.9 JLPT JLPT_N4","l~WqV~#3P+","đàn piano"
"～目","～め","number ~ sequence, ~nd; ~th","JLPT JLPT_N4","E~pd/+U#PU","số ~ dãy, ~nd; ~th"
"番組","ばんぐみ","broadcast program","Genki Genki_Ln.15 JLPT JLPT_N4","A~P5;`m>{J","chương trình phát sóng"
"急","きゅう","urgent, sudden; steep","JLPT JLPT_N4","tI;p#VWdsZ","khẩn cấp, đột ngột; dốc"
"棚","たな","shelves, rack","JLPT JLPT_N4","u[EB{0+w?@","kệ, giá đỡ"
"木綿","もめん","cotton","JLPT JLPT_N4","C1;C=MJBjh","bông"
"輸出","ゆしゅつする","export","JLPT JLPT_N4","tgSB[Csamk","xuất khẩu"
"タイプ","タイプ","type, style","JLPT JLPT_N4","GKLj7~1p[w","loại, phong cách"
"すり","すり","pickpocket","JLPT JLPT_N4","LZR2]zL[V,","kẻ móc túi"
"嬉しい","うれしい","to be happy; to be glad","Genki Genki_Ln.13 JLPT JLPT_N4","d;<k5,X?rJ","được hạnh phúc; vui mừng"
"アルコール","アルコール","alcohol","JLPT JLPT_N4","g3}Or~C[qU","rượu bia"
"ソフト","ソフト","soft; soft hat; software","JLPT JLPT_N4","D1{]Y{P=2b","mềm mại; mũ mềm; phần mềm"
"神社","じんじゃ","Shinto shrine","JLPT JLPT_N4","p-k,[(f(jy","Đền thờ Thần đạo"
"大分","だいぶ","fairly well, to a large extent, considerably, pretty much","Intermediate_Japanese_Ln.4 JLPT JLPT_N4","F=YkB>ku|#","khá tốt, ở một mức độ lớn, đáng kể, khá nhiều"
"楽しみ","たのしみ","pleasure, joy","JLPT JLPT_N4","bsnv=TM#%{","niềm vui, niềm vui"
"趣味","しゅみ","hobby; pastime","Genki Genki_Ln.20 JLPT JLPT_N4","NkyAEs05(h","sở thích; trò tiêu khiển"
"電報","でんぽう","telegram","JLPT JLPT_N4","d~+A[2;3vQ","điện tín"
"家内","かない","(one's own) wife","Intermediate_Japanese_Ln.7 JLPT JLPT_N4","JMHIMXzaOu","(của chính mình) vợ"
"指","ゆび","finger","JLPT JLPT_N4","mOnb%$R^21","ngón tay"
"これから","これから","from now on, after this","JLPT JLPT_N4","xyC3_bE-{d","kể từ bây giờ, sau này"
"たまに","たまに","occasionally","JLPT JLPT_N4","Op~e1|~DMP","thỉnh thoảng"
"社会","しゃかい","society","JLPT JLPT_N4","br3q(Z|Zbk","xã hội"
